slice;term;answer;ratio
EMO_ML:LINREG:EXT;переписанный начисто;6.0175;1.0
EMO_ML:LINREG:EXT;цифра;6.0161;1.0
EMO_ML:LINREG:EXT;чудодейка;6.0151;1.0
EMO_ML:LINREG:EXT;топический;6.0145;1.0
EMO_ML:LINREG:EXT;местного значения;6.0145;1.0
EMO_ML:LINREG:EXT;местного характера;6.0145;1.0
EMO_ML:LINREG:EXT;вполне удовлетворительный;6.0139;1.0
EMO_ML:LINREG:EXT;классовый;6.0138;1.0
EMO_ML:LINREG:EXT;произнесение;6.0134;1.0
EMO_ML:LINREG:EXT;уголёк;6.0129;1.0
EMO_ML:LINREG:EXT;гренадер;6.0129;1.0
EMO_ML:LINREG:EXT;бойкий умом;6.0103;1.0
EMO_ML:LINREG:EXT;лесной хозяин;6.0098;1.0
EMO_ML:LINREG:EXT;лесной барин;6.0098;1.0
EMO_ML:LINREG:EXT;сильнодействующий;6.0089;1.0
EMO_ML:LINREG:EXT;бокс;6.0082;1.0
EMO_ML:LINREG:EXT;врач;6.0078;1.0
EMO_ML:LINREG:EXT;снижение;6.0043;1.0
EMO_ML:LINREG:EXT;вкладчик;5.9996;1.0
EMO_ML:LINREG:EXT;препотешный;5.9995;1.0
EMO_ML:LINREG:EXT;каска;5.9967;1.0
EMO_ML:LINREG:EXT;рабочий;5.9964;1.0
EMO_ML:LINREG:EXT;проставить;5.9947;1.0
EMO_ML:LINREG:EXT;поставить угощение;5.9947;1.0
EMO_ML:LINREG:EXT;попотчевать;5.9947;1.0
EMO_ML:LINREG:EXT;употчевать;5.9947;1.0
EMO_ML:LINREG:EXT;отпотчевать;5.9947;1.0
EMO_ML:LINREG:EXT;дать поесть;5.9947;1.0
EMO_ML:LINREG:EXT;предложить поесть;5.9947;1.0
EMO_ML:LINREG:EXT;передумать;5.9946;1.0
EMO_ML:LINREG:EXT;счёты;5.9934;1.0
EMO_ML:LINREG:EXT;куполок;5.9932;1.0
EMO_ML:LINREG:EXT;векша;5.9881;1.0
EMO_ML:LINREG:EXT;кроссинг;5.9876;1.0
EMO_ML:LINREG:EXT;парадность;5.9869;1.0
EMO_ML:LINREG:EXT;поторопить;5.9841;1.0
EMO_ML:LINREG:EXT;убыстрить;5.9841;1.0
EMO_ML:LINREG:EXT;убыстрять;5.9841;1.0
EMO_ML:LINREG:EXT;ткани;5.9838;1.0
EMO_ML:LINREG:EXT;светловолосый;5.9828;1.0
EMO_ML:LINREG:EXT;светлокудрый;5.9828;1.0
EMO_ML:LINREG:EXT;дверь;5.9825;1.0
EMO_ML:LINREG:EXT;огромный;5.9818;1.0
EMO_ML:LINREG:EXT;непредумышленный;5.9793;1.0
EMO_ML:LINREG:EXT;продвижение;5.9792;1.0
EMO_ML:LINREG:EXT;синто;5.9789;1.0
EMO_ML:LINREG:EXT;авитаминоз;5.9761;1.0
EMO_ML:LINREG:EXT;киот;5.9759;1.0
EMO_ML:LINREG:EXT;петь дифирамбы;5.9719;1.0
EMO_ML:LINREG:EXT;возносить до небес;5.9719;1.0
EMO_ML:LINREG:EXT;петь хвалы;5.9719;1.0
EMO_ML:LINREG:EXT;хрусталь;5.9705;1.0
EMO_ML:LINREG:EXT;стейт;5.9698;1.0
EMO_ML:LINREG:EXT;макрокосмос;5.9695;1.0
EMO_ML:LINREG:EXT;макрокосм;5.9695;1.0
EMO_ML:LINREG:EXT;гардероб;5.9676;1.0
EMO_ML:LINREG:EXT;металлическая;5.9661;1.0
EMO_ML:LINREG:EXT;кабалистический;5.9638;1.0
EMO_ML:LINREG:EXT;довольно умный;5.9632;1.0
EMO_ML:LINREG:EXT;рассада;5.9631;1.0
EMO_ML:LINREG:EXT;неискусственность;5.9626;1.0
EMO_ML:LINREG:EXT;орган;5.9615;1.0
EMO_ML:LINREG:EXT;цвета рубина;5.961;1.0
EMO_ML:LINREG:EXT;выводить носом рулады;5.96;1.0
EMO_ML:LINREG:EXT;выводить носом трели;5.96;1.0
EMO_ML:LINREG:EXT;выделывать носом трели;5.96;1.0
EMO_ML:LINREG:EXT;задавать храпака;5.96;1.0
EMO_ML:LINREG:EXT;выделывать носом рулады;5.96;1.0
EMO_ML:LINREG:EXT;курай;5.9579;1.0
EMO_ML:LINREG:EXT;най;5.9579;1.0
EMO_ML:LINREG:EXT;окарина;5.9579;1.0
EMO_ML:LINREG:EXT;стрекотунья;5.9571;1.0
EMO_ML:LINREG:EXT;чистовой;5.9556;1.0
EMO_ML:LINREG:EXT;субретка;5.9515;1.0
EMO_ML:LINREG:EXT;дурочка;5.9515;1.0
EMO_ML:LINREG:EXT;картофелина;5.9512;1.0
EMO_ML:LINREG:EXT;ювелир;5.9491;1.0
EMO_ML:LINREG:EXT;выразиться;5.9472;1.0
EMO_ML:LINREG:EXT;единодержавный;5.9451;1.0
EMO_ML:LINREG:EXT;поезда;5.9431;1.0
EMO_ML:LINREG:EXT;вади;5.943;1.0
EMO_ML:LINREG:EXT;долинка;5.943;1.0
EMO_ML:LINREG:EXT;трог;5.943;1.0
EMO_ML:LINREG:EXT;олимпиадный;5.9405;1.0
EMO_ML:LINREG:EXT;прибережный;5.9396;1.0
EMO_ML:LINREG:EXT;отстраивание;5.9383;1.0
EMO_ML:LINREG:EXT;ремилитаризация;5.9383;1.0
EMO_ML:LINREG:EXT;одногодичный;5.9381;1.0
EMO_ML:LINREG:EXT;серьёзность;5.9366;1.0
EMO_ML:LINREG:EXT;вязига;5.9356;1.0
EMO_ML:LINREG:EXT;перфоратор;5.9332;1.0
EMO_ML:LINREG:EXT;небоскрёб;5.9322;1.0
EMO_ML:LINREG:EXT;славословить;5.9319;1.0
EMO_ML:LINREG:EXT;коромысла;5.9307;1.0
EMO_ML:LINREG:EXT;предзнаменование;5.9292;1.0
EMO_ML:LINREG:EXT;везти воз;5.928;1.0
EMO_ML:LINREG:EXT;прогреваться паром;5.928;1.0
EMO_ML:LINREG:EXT;сдерживать;5.9267;1.0
EMO_ML:LINREG:EXT;кислый;5.9263;1.0
EMO_ML:LINREG:EXT;искривиться;5.9263;1.0
EMO_ML:LINREG:EXT;кулеш;5.926;1.0
EMO_ML:LINREG:EXT;Кошице;5.926;1.0
EMO_ML:LINREG:EXT;взбалтывать;5.9257;1.0
EMO_ML:LINREG:EXT;коэффициент;5.9216;1.0
EMO_ML:LINREG:EXT;размножение;5.9216;1.0
EMO_ML:LINREG:EXT;превозносить до небес;5.9215;1.0
EMO_ML:LINREG:EXT;выхваливать;5.9215;1.0
EMO_ML:LINREG:EXT;Кассиопея;5.921;1.0
EMO_ML:LINREG:EXT;Электра;5.921;1.0
EMO_ML:LINREG:EXT;нуклеоль;5.9209;1.0
EMO_ML:LINREG:EXT;чужеземщина;5.9207;1.0
EMO_ML:LINREG:EXT;жители;5.9206;1.0
EMO_ML:LINREG:EXT;хиротония;5.918;1.0
EMO_ML:LINREG:EXT;геометрические фигуры;5.9172;1.0
EMO_ML:LINREG:EXT;лево;5.9156;1.0
EMO_ML:LINREG:EXT;купирование;5.9148;1.0
EMO_ML:LINREG:EXT;царевна;5.9113;1.0
EMO_ML:LINREG:EXT;сберегать в целости;5.9094;1.0
EMO_ML:LINREG:EXT;сохранять в целости;5.9094;1.0
EMO_ML:LINREG:EXT;не утрачивать;5.9094;1.0
EMO_ML:LINREG:EXT;не терять;5.9094;1.0
EMO_ML:LINREG:EXT;не давать пропасть;5.9094;1.0
EMO_ML:LINREG:EXT;быстротечный;5.9066;1.0
EMO_ML:LINREG:EXT;вытирание;5.9064;1.0
EMO_ML:LINREG:EXT;приготовляться;5.9038;1.0
EMO_ML:LINREG:EXT;постамент;5.9034;1.0
EMO_ML:LINREG:EXT;без нагрузки;5.9025;1.0
EMO_ML:LINREG:EXT;Гага;5.9021;1.0
EMO_ML:LINREG:EXT;подавляющий;5.901;1.0
EMO_ML:LINREG:EXT;отирание;5.9009;1.0
EMO_ML:LINREG:EXT;утирание;5.9009;1.0
EMO_ML:LINREG:EXT;обтирка;5.9009;1.0
EMO_ML:LINREG:EXT;заговорщический;5.8998;1.0
EMO_ML:LINREG:EXT;заговорщицкий;5.8997;1.0
EMO_ML:LINREG:EXT;солист;5.8946;1.0
EMO_ML:LINREG:EXT;пучина морская;5.8934;1.0
EMO_ML:LINREG:EXT;кобольд;5.8932;1.0
EMO_ML:LINREG:EXT;протекционист;5.8932;1.0
EMO_ML:LINREG:EXT;Мусагет;5.8932;1.0
EMO_ML:LINREG:EXT;добрый гений;5.8932;1.0
EMO_ML:LINREG:EXT;Музагет;5.8932;1.0
EMO_ML:LINREG:EXT;поясной поклон;5.8918;1.0
EMO_ML:LINREG:EXT;славнейший;5.8905;1.0
EMO_ML:LINREG:EXT;лавчонка;5.8901;1.0
EMO_ML:LINREG:EXT;колеблющийся;5.8888;1.0
EMO_ML:LINREG:EXT;куафёр;5.888;1.0
EMO_ML:LINREG:EXT;средства;5.8876;1.0
EMO_ML:LINREG:EXT;до черта;5.8868;1.0
EMO_ML:LINREG:EXT;беда сколько;5.8868;1.0
EMO_ML:LINREG:EXT;жуть сколько;5.8868;1.0
EMO_ML:LINREG:EXT;завались;5.8868;1.0
EMO_ML:LINREG:EXT;страсть сколько;5.8868;1.0
EMO_ML:LINREG:EXT;страх сколько;5.8868;1.0
EMO_ML:LINREG:EXT;хоть завались;5.8868;1.0
EMO_ML:LINREG:EXT;ужас сколько;5.8868;1.0
EMO_ML:LINREG:EXT;хоть пруд пруди;5.8868;1.0
EMO_ML:LINREG:EXT;траление;5.8843;1.0
EMO_ML:LINREG:EXT;конкреция;5.8826;1.0
EMO_ML:LINREG:EXT;золотой фонд;5.8812;1.0
EMO_ML:LINREG:EXT;драматург;5.8798;1.0
EMO_ML:LINREG:EXT;отведывание;5.8796;1.0
EMO_ML:LINREG:EXT;удостоверение;5.8796;1.0
EMO_ML:LINREG:EXT;увеличение;5.8754;1.0
EMO_ML:LINREG:EXT;шебутной;5.8744;1.0
EMO_ML:LINREG:EXT;соображение;5.8732;1.0
EMO_ML:LINREG:EXT;салфетки;5.8719;1.0
EMO_ML:LINREG:EXT;смена;5.871;1.0
EMO_ML:LINREG:EXT;магнитофон;5.8707;1.0
EMO_ML:LINREG:EXT;кисти;5.8694;1.0
EMO_ML:LINREG:EXT;клюшка;5.8693;1.0
EMO_ML:LINREG:EXT;обещание;5.8675;1.0
EMO_ML:LINREG:EXT;вершина;5.8669;1.0
EMO_ML:LINREG:EXT;гончар;5.8633;1.0
EMO_ML:LINREG:EXT;принимать позу;5.8619;1.0
EMO_ML:LINREG:EXT;становиться в позу;5.8619;1.0
EMO_ML:LINREG:EXT;коллекционер;5.8617;1.0
EMO_ML:LINREG:EXT;мотылек;5.8609;1.0
EMO_ML:LINREG:EXT;автограф;5.859;1.0
EMO_ML:LINREG:EXT;китайцы;5.8581;1.0
EMO_ML:LINREG:EXT;ласкающий слух;5.8574;1.0
EMO_ML:LINREG:EXT;зрение;5.8552;1.0
EMO_ML:LINREG:EXT;пахать как трактор;5.8546;1.0
EMO_ML:LINREG:EXT;и не сосчитаешь;5.8539;1.0
EMO_ML:LINREG:EXT;кристальной души;5.8538;1.0
EMO_ML:LINREG:EXT;чистый как стёклышко;5.8538;1.0
EMO_ML:LINREG:EXT;абажурчик;5.8527;1.0
EMO_ML:LINREG:EXT;бинокль;5.8525;1.0
EMO_ML:LINREG:EXT;пахать как вол;5.8517;1.0
EMO_ML:LINREG:EXT;мельница;5.8516;1.0
EMO_ML:LINREG:EXT;луковица;5.8516;1.0
EMO_ML:LINREG:EXT;неограниченность;5.8509;1.0
EMO_ML:LINREG:EXT;подлокотник;5.8503;1.0
EMO_ML:LINREG:EXT;ошвартовить;5.8501;1.0
EMO_ML:LINREG:EXT;ишачить;5.85;1.0
EMO_ML:LINREG:EXT;рисоваться;5.8499;1.0
EMO_ML:LINREG:EXT;импульс;5.8498;1.0
EMO_ML:LINREG:EXT;грива;5.8489;1.0
EMO_ML:LINREG:EXT;посетительский;5.8477;1.0
EMO_ML:LINREG:EXT;всхрапывать;5.8472;1.0
EMO_ML:LINREG:EXT;процесс;5.8445;1.0
EMO_ML:LINREG:EXT;страстный;5.8433;1.0
EMO_ML:LINREG:EXT;стынь;5.843;1.0
EMO_ML:LINREG:EXT;трескучий мороз;5.843;1.0
EMO_ML:LINREG:EXT;подхихикивание;5.843;1.0
EMO_ML:LINREG:EXT;пастор;5.8421;1.0
EMO_ML:LINREG:EXT;сентенция;5.8417;1.0
EMO_ML:LINREG:EXT;зонтик;5.8415;1.0
EMO_ML:LINREG:EXT;гитарист;5.8408;1.0
EMO_ML:LINREG:EXT;ярица;5.8396;1.0
EMO_ML:LINREG:EXT;полномочие;5.8366;1.0
EMO_ML:LINREG:EXT;поприветствовать;5.8364;1.0
EMO_ML:LINREG:EXT;праведной жизни;5.8354;1.0
EMO_ML:LINREG:EXT;джинсы;5.8344;1.0
EMO_ML:LINREG:EXT;космос;5.8333;1.0
EMO_ML:LINREG:EXT;идеальный;5.8329;1.0
EMO_ML:LINREG:EXT;прильнуть;5.8299;1.0
EMO_ML:LINREG:EXT;пир на весь мир;5.8278;1.0
EMO_ML:LINREG:EXT;пир горой;5.8278;1.0
EMO_ML:LINREG:EXT;честной пир;5.8278;1.0
EMO_ML:LINREG:EXT;берёзовый;5.8272;1.0
EMO_ML:LINREG:EXT;кисонька;5.8258;1.0
EMO_ML:LINREG:EXT;кисочка;5.8258;1.0
EMO_ML:LINREG:EXT;аппарат;5.8252;1.0
EMO_ML:LINREG:EXT;совокупность;5.8251;1.0
EMO_ML:LINREG:EXT;рассеяться;5.8246;1.0
EMO_ML:LINREG:EXT;саман;5.8246;1.0
EMO_ML:LINREG:EXT;распрямляться;5.8243;1.0
EMO_ML:LINREG:EXT;оттяжка;5.824;1.0
EMO_ML:LINREG:EXT;лента;5.824;1.0
EMO_ML:LINREG:EXT;побуждение;5.8238;1.0
EMO_ML:LINREG:EXT;расходоваться;5.8224;1.0
EMO_ML:LINREG:EXT;истрачиваться;5.8224;1.0
EMO_ML:LINREG:EXT;входить в расход;5.8224;1.0
EMO_ML:LINREG:EXT;плыть между пальцами;5.8224;1.0
EMO_ML:LINREG:EXT;плыть сквозь пальцы;5.8224;1.0
EMO_ML:LINREG:EXT;уплывать сквозь пальцы;5.8224;1.0
EMO_ML:LINREG:EXT;уходить между пальцами;5.8224;1.0
EMO_ML:LINREG:EXT;уходить сквозь пальцы;5.8224;1.0
EMO_ML:LINREG:EXT;издерживаться;5.8224;1.0
EMO_ML:LINREG:EXT;проматываться;5.8224;1.0
EMO_ML:LINREG:EXT;проживаться;5.8224;1.0
EMO_ML:LINREG:EXT;входить в издержки;5.8224;1.0
EMO_ML:LINREG:EXT;уплывать между пальцами;5.8224;1.0
EMO_ML:LINREG:EXT;входить в изъян;5.8224;1.0
EMO_ML:LINREG:EXT;производить большие расходы;5.8224;1.0
EMO_ML:LINREG:EXT;идти на расходы;5.8224;1.0
EMO_ML:LINREG:EXT;морщины;5.8222;1.0
EMO_ML:LINREG:EXT;коммуналка;5.8217;1.0
EMO_ML:LINREG:EXT;засматриваться;5.8214;1.0
EMO_ML:LINREG:EXT;глаз оторвать не мог;5.8214;1.0
EMO_ML:LINREG:EXT;дружинник;5.8208;1.0
EMO_ML:LINREG:EXT;просторечный;5.8203;1.0
EMO_ML:LINREG:EXT;жгучесть;5.8192;1.0
EMO_ML:LINREG:EXT;испытывающий;5.8131;1.0
EMO_ML:LINREG:EXT;мудрая;5.8128;1.0
EMO_ML:LINREG:EXT;шептала;5.8119;1.0
EMO_ML:LINREG:EXT;зовущий;5.8118;1.0
EMO_ML:LINREG:EXT;работать в поте лица;5.8116;1.0
EMO_ML:LINREG:EXT;работать как каторжный;5.8116;1.0
EMO_ML:LINREG:EXT;работать как лошадь;5.8116;1.0
EMO_ML:LINREG:EXT;работать до кровавого пота;5.8116;1.0
EMO_ML:LINREG:EXT;работать до седьмого пота;5.8116;1.0
EMO_ML:LINREG:EXT;работать как вол;5.8116;1.0
EMO_ML:LINREG:EXT;работать не разгибая спины;5.8116;1.0
EMO_ML:LINREG:EXT;работать без разгибу;5.8116;1.0
EMO_ML:LINREG:EXT;гнуть горб;5.8116;1.0
EMO_ML:LINREG:EXT;гнуть хрип;5.8116;1.0
EMO_ML:LINREG:EXT;гнуть хребет;5.8116;1.0
EMO_ML:LINREG:EXT;гнуть хребтину;5.8116;1.0
EMO_ML:LINREG:EXT;ломать горб;5.8116;1.0
EMO_ML:LINREG:EXT;ломать хребет;5.8116;1.0
EMO_ML:LINREG:EXT;ломать спину;5.8116;1.0
EMO_ML:LINREG:EXT;ломать хребтину;5.8116;1.0
EMO_ML:LINREG:EXT;ломать хрип;5.8116;1.0
EMO_ML:LINREG:EXT;рвать жилы;5.8116;1.0
EMO_ML:LINREG:EXT;умываться потом;5.8116;1.0
EMO_ML:LINREG:EXT;натирать мозоли;5.8116;1.0
EMO_ML:LINREG:EXT;потолок;5.809;1.0
EMO_ML:LINREG:EXT;белеть;5.8068;1.0
EMO_ML:LINREG:EXT;наевшийся;5.8063;1.0
EMO_ML:LINREG:EXT;сытенький;5.8063;1.0
EMO_ML:LINREG:EXT;пьян и нос в табаке;5.8063;1.0
EMO_ML:LINREG:EXT;сыт, пьян и нос в табаке;5.8063;1.0
EMO_ML:LINREG:EXT;отъевшийся;5.8063;1.0
EMO_ML:LINREG:EXT;свинчатка;5.8055;1.0
EMO_ML:LINREG:EXT;недозрелый;5.8048;1.0
EMO_ML:LINREG:EXT;наступающий;5.8036;1.0
EMO_ML:LINREG:EXT;проволока;5.802;1.0
EMO_ML:LINREG:EXT;рыжина;5.8017;1.0
EMO_ML:LINREG:EXT;поиск;5.8001;1.0
EMO_ML:LINREG:EXT;универсиада;5.8001;1.0
EMO_ML:LINREG:EXT;плебс;5.7971;1.0
EMO_ML:LINREG:EXT;небывальщина;5.7958;1.0
EMO_ML:LINREG:EXT;круг;5.795;1.0
EMO_ML:LINREG:EXT;шрек;5.7922;1.0
EMO_ML:LINREG:EXT;трансформация;5.7916;1.0
EMO_ML:LINREG:EXT;меню;5.791;1.0
EMO_ML:LINREG:EXT;кролик;5.7895;1.0
EMO_ML:LINREG:EXT;поблеклый;5.7889;1.0
EMO_ML:LINREG:EXT;канистра;5.7887;1.0
EMO_ML:LINREG:EXT;калорийность;5.7887;1.0
EMO_ML:LINREG:EXT;ряд;5.7881;1.0
EMO_ML:LINREG:EXT;видать;5.788;1.0
EMO_ML:LINREG:EXT;телезритель;5.7879;1.0
EMO_ML:LINREG:EXT;незаполненный;5.7878;1.0
EMO_ML:LINREG:EXT;усиливаться;5.7865;1.0
EMO_ML:LINREG:EXT;бенефиций;5.7853;1.0
EMO_ML:LINREG:EXT;персеверация;5.7837;1.0
EMO_ML:LINREG:EXT;специфичность;5.7778;1.0
EMO_ML:LINREG:EXT;эпикуреец;5.7763;1.0
EMO_ML:LINREG:EXT;кинескоп;5.7757;1.0
EMO_ML:LINREG:EXT;поразмыслить;5.7754;1.0
EMO_ML:LINREG:EXT;надеть;5.7751;1.0
EMO_ML:LINREG:EXT;пригородный;5.7721;1.0
EMO_ML:LINREG:EXT;электроэнергия;5.7694;1.0
EMO_ML:LINREG:EXT;сердцеведец;5.7691;1.0
EMO_ML:LINREG:EXT;физиономист;5.7691;1.0
EMO_ML:LINREG:EXT;сердцевед;5.7691;1.0
EMO_ML:LINREG:EXT;инвентарь;5.7689;1.0
EMO_ML:LINREG:EXT;модель исследования научного предмета;5.7675;1.0
EMO_ML:LINREG:EXT;северный;5.7664;1.0
EMO_ML:LINREG:EXT;узуальный;5.7664;1.0
EMO_ML:LINREG:EXT;работать как проклятый;5.7638;1.0
EMO_ML:LINREG:EXT;дословность;5.7625;1.0
EMO_ML:LINREG:EXT;вьюк;5.7623;1.0
EMO_ML:LINREG:EXT;монополия;5.7623;1.0
EMO_ML:LINREG:EXT;сохранение;5.7618;1.0
EMO_ML:LINREG:EXT;Антарктида;5.7614;1.0
EMO_ML:LINREG:EXT;разниматься;5.7607;1.0
EMO_ML:LINREG:EXT;сквозистый;5.7607;1.0
EMO_ML:LINREG:EXT;редемаркация;5.7593;1.0
EMO_ML:LINREG:EXT;дневник;5.7592;1.0
EMO_ML:LINREG:EXT;кадет;5.758;1.0
EMO_ML:LINREG:EXT;горбатиться;5.7576;1.0
EMO_ML:LINREG:EXT;дикий;5.7575;1.0
EMO_ML:LINREG:EXT;кочевряжиться;5.7568;1.0
EMO_ML:LINREG:EXT;метроном;5.754;1.0
EMO_ML:LINREG:EXT;марийский;5.75;1.0
EMO_ML:LINREG:EXT;мацони;5.7482;1.0
EMO_ML:LINREG:EXT;открывать;5.7457;1.0
EMO_ML:LINREG:EXT;ответственное лицо;5.7453;1.0
EMO_ML:LINREG:EXT;аграмант;5.7448;1.0
EMO_ML:LINREG:EXT;отчаянная голова;5.7446;1.0
EMO_ML:LINREG:EXT;бедовая голова;5.7446;1.0
EMO_ML:LINREG:EXT;удалая голова;5.7446;1.0
EMO_ML:LINREG:EXT;курсант;5.7438;1.0
EMO_ML:LINREG:EXT;крапинка;5.7437;1.0
EMO_ML:LINREG:EXT;дискос;5.7404;1.0
EMO_ML:LINREG:EXT;позёмок;5.7394;1.0
EMO_ML:LINREG:EXT;долговременность;5.7384;1.0
EMO_ML:LINREG:EXT;ял;5.7375;1.0
EMO_ML:LINREG:EXT;Лас-Вегас;5.7374;1.0
EMO_ML:LINREG:EXT;штрих;5.7373;1.0
EMO_ML:LINREG:EXT;самоуправление;5.7367;1.0
EMO_ML:LINREG:EXT;воронка;5.7365;1.0
EMO_ML:LINREG:EXT;замечательно;5.7362;1.0
EMO_ML:LINREG:EXT;отрегулирование;5.7348;1.0
EMO_ML:LINREG:EXT;символика;5.7306;1.0
EMO_ML:LINREG:EXT;бархан;5.7265;1.0
EMO_ML:LINREG:EXT;укорочение;5.7264;1.0
EMO_ML:LINREG:EXT;элемент;5.7254;1.0
EMO_ML:LINREG:EXT;лошадь;5.7251;1.0
EMO_ML:LINREG:EXT;дисгармонический;5.7221;1.0
EMO_ML:LINREG:EXT;пластинка;5.7218;1.0
EMO_ML:LINREG:EXT;предупреждать;5.72;1.0
EMO_ML:LINREG:EXT;микрофон;5.7185;1.0
EMO_ML:LINREG:EXT;ездка;5.7183;1.0
EMO_ML:LINREG:EXT;горгона;5.7167;1.0
EMO_ML:LINREG:EXT;характер;5.715;1.0
EMO_ML:LINREG:EXT;штудия;5.7144;1.0
EMO_ML:LINREG:EXT;опытный;5.7142;1.0
EMO_ML:LINREG:EXT;шаловливый;5.7101;1.0
EMO_ML:LINREG:EXT;причастие;5.7088;1.0
EMO_ML:LINREG:EXT;помысел;5.7086;1.0
EMO_ML:LINREG:EXT;процент;5.7081;1.0
EMO_ML:LINREG:EXT;держит нос по ветру;5.7076;1.0
EMO_ML:LINREG:EXT;куда ветер дует;5.7076;1.0
EMO_ML:LINREG:EXT;чёрное;5.7076;1.0
EMO_ML:LINREG:EXT;предубеждённость;5.7064;1.0
EMO_ML:LINREG:EXT;кость от кости;5.7047;1.0
EMO_ML:LINREG:EXT;федерализм;5.7046;1.0
EMO_ML:LINREG:EXT;модулирование;5.7033;1.0
EMO_ML:LINREG:EXT;хорошее сложение;5.7028;1.0
EMO_ML:LINREG:EXT;десант;5.6993;1.0
EMO_ML:LINREG:EXT;бухгалтерия;5.6975;1.0
EMO_ML:LINREG:EXT;фишка;5.6972;1.0
EMO_ML:LINREG:EXT;обратно;5.6962;1.0
EMO_ML:LINREG:EXT;пересмотр;5.6959;1.0
EMO_ML:LINREG:EXT;тест;5.6958;1.0
EMO_ML:LINREG:EXT;фокусник;5.6957;1.0
EMO_ML:LINREG:EXT;чужие края;5.6955;1.0
EMO_ML:LINREG:EXT;чужедальняя сторона;5.6955;1.0
EMO_ML:LINREG:EXT;чужая страна;5.6955;1.0
EMO_ML:LINREG:EXT;твёрдый орешек;5.6943;1.0
EMO_ML:LINREG:EXT;Нотебург;5.6943;1.0
EMO_ML:LINREG:EXT;краснобайство;5.6936;1.0
EMO_ML:LINREG:EXT;черепица;5.6897;1.0
EMO_ML:LINREG:EXT;поразмышлять;5.6885;1.0
EMO_ML:LINREG:EXT;баночка;5.6881;1.0
EMO_ML:LINREG:EXT;клюква;5.6866;1.0
EMO_ML:LINREG:EXT;трепаться;5.6856;1.0
EMO_ML:LINREG:EXT;раздевальня;5.6853;1.0
EMO_ML:LINREG:EXT;раздевальная;5.6853;1.0
EMO_ML:LINREG:EXT;колотун;5.6847;1.0
EMO_ML:LINREG:EXT;крестное целование;5.6829;1.0
EMO_ML:LINREG:EXT;налаживание;5.6828;1.0
EMO_ML:LINREG:EXT;папашка;5.6828;1.0
EMO_ML:LINREG:EXT;усердствование;5.6818;1.0
EMO_ML:LINREG:EXT;парильня;5.6811;1.0
EMO_ML:LINREG:EXT;прозывать;5.6803;1.0
EMO_ML:LINREG:EXT;заурядность;5.6799;1.0
EMO_ML:LINREG:EXT;новенький;5.6788;1.0
EMO_ML:LINREG:EXT;лечебник;5.6759;1.0
EMO_ML:LINREG:EXT;минея;5.6759;1.0
EMO_ML:LINREG:EXT;инкунабула;5.6759;1.0
EMO_ML:LINREG:EXT;письмовник;5.6759;1.0
EMO_ML:LINREG:EXT;книжища;5.6759;1.0
EMO_ML:LINREG:EXT;однотомник;5.6759;1.0
EMO_ML:LINREG:EXT;гроссбух;5.6759;1.0
EMO_ML:LINREG:EXT;требник;5.6759;1.0
EMO_ML:LINREG:EXT;часослов;5.6759;1.0
EMO_ML:LINREG:EXT;левит;5.6759;1.0
EMO_ML:LINREG:EXT;Палея;5.6759;1.0
EMO_ML:LINREG:EXT;кормчая;5.6759;1.0
EMO_ML:LINREG:EXT;Триодь;5.6759;1.0
EMO_ML:LINREG:EXT;Второзаконие;5.6759;1.0
EMO_ML:LINREG:EXT;Октоих;5.6759;1.0
EMO_ML:LINREG:EXT;Типикон;5.6759;1.0
EMO_ML:LINREG:EXT;Стоглав;5.6759;1.0
EMO_ML:LINREG:EXT;октав;5.6759;1.0
EMO_ML:LINREG:EXT;дальнозоркий;5.6744;1.0
EMO_ML:LINREG:EXT;записка;5.6744;1.0
EMO_ML:LINREG:EXT;белый как снег;5.6739;1.0
EMO_ML:LINREG:EXT;оббивка;5.6738;1.0
EMO_ML:LINREG:EXT;обойка;5.6738;1.0
EMO_ML:LINREG:EXT;разноцветная;5.668;1.0
EMO_ML:LINREG:EXT;покровитель;5.6677;1.0
EMO_ML:LINREG:EXT;гиперборейский;5.6663;1.0
EMO_ML:LINREG:EXT;СЖМ;5.6663;1.0
EMO_ML:LINREG:EXT;руководительница;5.6661;1.0
EMO_ML:LINREG:EXT;ветер;5.6652;1.0
EMO_ML:LINREG:EXT;скиталица;5.6628;1.0
EMO_ML:LINREG:EXT;прыгать;5.6623;1.0
EMO_ML:LINREG:EXT;косвенный;5.6616;1.0
EMO_ML:LINREG:EXT;осинник;5.6609;1.0
EMO_ML:LINREG:EXT;редколесье;5.6609;1.0
EMO_ML:LINREG:EXT;ельничек;5.6609;1.0
EMO_ML:LINREG:EXT;лесище;5.6609;1.0
EMO_ML:LINREG:EXT;криволесье;5.6609;1.0
EMO_ML:LINREG:EXT;липняк;5.6609;1.0
EMO_ML:LINREG:EXT;зелёное богатство;5.6609;1.0
EMO_ML:LINREG:EXT;лесишко;5.6609;1.0
EMO_ML:LINREG:EXT;зелёное золото;5.6609;1.0
EMO_ML:LINREG:EXT;зелёный океан;5.6609;1.0
EMO_ML:LINREG:EXT;зелёное море;5.6609;1.0
EMO_ML:LINREG:EXT;зелёный цех;5.6609;1.0
EMO_ML:LINREG:EXT;вязник;5.6609;1.0
EMO_ML:LINREG:EXT;способность владеть собой;5.6595;1.0
