term;tag;value
героизм;PSTV;2.0
распутаться;PSTV;2.0
последний звонок;PSTV;2.0
культурное наследие;PSTV;2.0
доступность;PSTV;2.0
благодарность;PSTV;2.0
грациозно;PSTV;2.0
победительно;PSTV;2.0
гуманист;PSTV;2.0
клубничный;PSTV;2.0
печенька;PSTV;2.0
благое;PSTV;2.0
поле чудес;PSTV;2.0
первая;PSTV;2.0
наречённый;PSTV;2.0
взаимовыгодное сотрудничество;PSTV;2.0
тарантелла;PSTV;2.0
добрые нравы;PSTV;2.0
оросить;PSTV;2.0
самоопределение;PSTV;2.0
спасатель;PSTV;2.0
благоприобретенный;PSTV;2.0
приловчиться;PSTV;2.0
мультфильм;PSTV;2.0
фитнес;PSTV;2.0
любящий;PSTV;2.0
прогреваться;PSTV;2.0
поэт в своём деле;PSTV;2.0
утешить;PSTV;2.0
трактор;PSTV;2.0
усвоение;PSTV;2.0
разборчивость;PSTV;2.0
обосновывать;PSTV;2.0
маленькие дети;PSTV;2.0
высокого класса;PSTV;2.0
предусмотрительный;PSTV;2.0
лесоводство;PSTV;2.0
северное сияние;PSTV;2.0
снайперски;PSTV;2.0
плодоношение;PSTV;2.0
такой сильный;PSTV;2.0
благоволить;PSTV;2.0
вокализация;PSTV;2.0
ленинградский;PSTV;2.0
одуванчики;PSTV;2.0
высокоморальный;PSTV;2.0
ловить каждое слово;PSTV;2.0
книжная серия;PSTV;2.0
скопить;PSTV;2.0
союзница;PSTV;2.0
выносливость;PSTV;2.0
лиственный лес;PSTV;2.0
Символ веры;PSTV;2.0
непобедимо;PSTV;2.0
Астра;PSTV;2.0
царевна;PSTV;2.0
трезво;PSTV;2.0
подушечка;PSTV;2.0
спасительно;PSTV;2.0
галантный;PSTV;2.0
активизироваться;PSTV;2.0
оптимистично;PSTV;2.0
долгожданный;PSTV;2.0
патентный;PSTV;2.0
попрактиковаться;PSTV;2.0
приятные впечатления;PSTV;2.0
этический;PSTV;2.0
улыбка;PSTV;2.0
правосудие;PSTV;2.0
запасный выход;PSTV;2.0
приподнятый настрой;PSTV;2.0
небесный покровитель;PSTV;2.0
балерина;PSTV;2.0
благотворение;PSTV;2.0
вразумление;PSTV;2.0
восславлять;PSTV;2.0
выруливать;PSTV;2.0
фундаментальная наука;PSTV;2.0
внуки;PSTV;2.0
меткость;PSTV;2.0
электронная библиотека;PSTV;2.0
храбреть;PSTV;2.0
кедр;PSTV;2.0
одухотворённость;PSTV;2.0
оптимистичный;PSTV;2.0
без страха и упрёка;PSTV;2.0
занимательность;PSTV;2.0
юмористика;PSTV;2.0
медицинская аппаратура;PSTV;2.0
отчий дом;PSTV;2.0
неподкупный;PSTV;2.0
рассветать;PSTV;2.0
нанотехнология;PSTV;2.0
разбежаться;PSTV;2.0
сберегательный;PSTV;2.0
всемирная литература;PSTV;2.0
сенат;PSTV;2.0
истинное слово;PSTV;2.0
лазурный;PSTV;2.0
изобразительность;PSTV;2.0
родственность;PSTV;2.0
тысячерублёвый;PSTV;2.0
топка;PSTV;2.0
русское войско;PSTV;2.0
учёба;PSTV;2.0
прояснять;PSTV;2.0
раскрываться;PSTV;2.0
работящий;PSTV;2.0
спасительница;PSTV;2.0
мужественный;PSTV;2.0
толстовка;PSTV;2.0
эмоциональный интеллект;PSTV;2.0
восторгать;PSTV;2.0
нарядно;PSTV;2.0
дева;PSTV;2.0
досягаемый;PSTV;2.0
советское телевидение;PSTV;2.0
наряжать;PSTV;2.0
содействовать;PSTV;2.0
сфокусированность;PSTV;2.0
Белоснежка;PSTV;2.0
поздравить;PSTV;2.0
самодостаточный;PSTV;2.0
притягательный;PSTV;2.0
кошачий корм;PSTV;2.0
целебный;PSTV;2.0
институция;PSTV;2.0
милое;PSTV;2.0
моральность;PSTV;2.0
по-весеннему;PSTV;2.0
приведение в порядок;PSTV;2.0
банкет;PSTV;2.0
избранник;PSTV;2.0
возникновение жизни;PSTV;2.0
практичный;PSTV;2.0
оптимальность;PSTV;2.0
пожарная безопасность;PSTV;2.0
литера;PSTV;2.0
бестселлер;PSTV;2.0
профессионал;PSTV;2.0
тост;PSTV;2.0
с помощью;PSTV;2.0
плюшевый;PSTV;2.0
смельчак;PSTV;2.0
истинность;PSTV;2.0
поэтизировать;PSTV;2.0
увеселение;PSTV;2.0
целенаправленный;PSTV;2.0
технический прогресс;PSTV;2.0
духовное развитие;PSTV;2.0
пожаротушение;PSTV;2.0
природа отдохнула;PSTV;2.0
сознательный;PSTV;2.0
по-боевому;PSTV;2.0
внимательно слушал;PSTV;2.0
исповедаться;PSTV;2.0
эйфелева башня;PSTV;2.0
расцветить;PSTV;2.0
как рыба в воде;PSTV;2.0
благонравный;PSTV;2.0
чудесник;PSTV;2.0
Википедия;PSTV;2.0
торжественный;PSTV;2.0
поэзия;PSTV;2.0
заживлять;PSTV;2.0
замечательно;PSTV;2.0
современный;PSTV;2.0
экзотично;PSTV;2.0
чистое бытиё;PSTV;2.0
смелеть;PSTV;2.0
озарить;PSTV;2.0
хохма;PSTV;2.0
благоразумный;PSTV;2.0
красивое;PSTV;2.0
высокая печать;PSTV;2.0
картузный;PSTV;2.0
ангелы;PSTV;2.0
композиторский;PSTV;2.0
многообещающий;PSTV;2.0
омовение;PSTV;2.0
конина;PSTV;2.0
достопримечательность;PSTV;2.0
уважить;PSTV;2.0
рэп;PSTV;2.0
крепкое телосложение;PSTV;2.0
сексуальность;PSTV;2.0
жертвование;PSTV;2.0
веселить;PSTV;2.0
очаровательность;PSTV;2.0
быстрое решение;PSTV;2.0
советовать;PSTV;2.0
просветляться;PSTV;2.0
образцовость;PSTV;2.0
таких как ты один на миллион;PSTV;2.0
художественная галерея;PSTV;2.0
успокоительный;PSTV;2.0
щедроты;PSTV;2.0
ямочка;PSTV;2.0
сказочка;PSTV;2.0
комедийный сериал;PSTV;2.0
энергичность;PSTV;2.0
красивая;PSTV;2.0
государственный флаг;PSTV;2.0
по-человечески;PSTV;2.0
червонец;PSTV;2.0
аквапарк;PSTV;2.0
посмаковать;PSTV;2.0
лилия;PSTV;2.0
инициативный;PSTV;2.0
выучиться;PSTV;2.0
баиньки;PSTV;2.0
лесной фонд;PSTV;2.0
сам;PSTV;2.0
проработанность;PSTV;2.0
одухотворение;PSTV;2.0
спасательный плот;PSTV;2.0
обжитой;PSTV;2.0
свадебный поезд;PSTV;2.0
самостоятельно;PSTV;2.0
сымпровизировать;PSTV;2.0
выходное пособие;PSTV;2.0
усердно;PSTV;2.0
разминка;PSTV;2.0
медицинская этика;PSTV;2.0
спряжение;PSTV;2.0
раз плюнуть;PSTV;2.0
сильный человек;PSTV;2.0
совместная поездка;PSTV;2.0
мелодически;PSTV;2.0
образовательный;PSTV;2.0
бабушкины сказки;PSTV;2.0
беседка;PSTV;2.0
правильность;PSTV;2.0
оранжевое небо;PSTV;2.0
виртуальная память;PSTV;2.0
космическая навигация;PSTV;2.0
манеры;PSTV;2.0
фантазирование;PSTV;2.0
вдохновиться;PSTV;2.0
мульт;PSTV;2.0
невинный;PSTV;2.0
подобреть;PSTV;2.0
фрукт;PSTV;2.0
сильное;PSTV;2.0
свершить;PSTV;2.0
ретраншемент;PSTV;2.0
допуск;PSTV;2.0
упаковать;PSTV;2.0
сильное желание;PSTV;2.0
целеустремлённо;PSTV;2.0
как две капли воды;PSTV;2.0
свадебка;PSTV;2.0
семейственный;PSTV;2.0
хеппенинг;PSTV;2.0
доводить до конца;PSTV;2.0
гуманистический;PSTV;2.0
чистая вода;PSTV;2.0
карт-бланш;PSTV;2.0
лёгкая промышленность;PSTV;2.0
ребёнка;PSTV;2.0
отшучиваться;PSTV;2.0
навык;PSTV;2.0
доверительный разговор;PSTV;2.0
завораживать;PSTV;2.0
именины;PSTV;2.0
воскресник;PSTV;2.0
сыгранность;PSTV;2.0
благотворительный фонд;PSTV;2.0
порезвиться;PSTV;2.0
приятельски;PSTV;2.0
трудолюбивый;PSTV;2.0
помолвка;PSTV;2.0
одержать;PSTV;2.0
дружественный;PSTV;2.0
беседа;PSTV;2.0
приплыть;PSTV;2.0
род;PSTV;2.0
осмысленность;PSTV;2.0
откровенное признание;PSTV;2.0
большой театр;PSTV;2.0
модернизировать;PSTV;2.0
сплочённо;PSTV;2.0
ультрамариновый;PSTV;2.0
жажда познания;PSTV;2.0
целеустремлённый;PSTV;2.0
пикник;PSTV;2.0
френд;PSTV;2.0
выигрышно;PSTV;2.0
дружбан;PSTV;2.0
гитарист;PSTV;2.0
психологическая совместимость;PSTV;2.0
бухгалтерский;PSTV;2.0
священный лес;PSTV;2.0
новая кровь;PSTV;2.0
аналитический метод;PSTV;2.0
привлечь на свою сторону;PSTV;2.0
лес;PSTV;2.0
справедливый;PSTV;2.0
поладить;PSTV;2.0
приятная атмосфера;PSTV;2.0
личностный рост;PSTV;2.0
закалка;PSTV;2.0
святые;PSTV;2.0
весёлость;PSTV;2.0
комический;PSTV;2.0
македонский;PSTV;2.0
вселенная;PSTV;2.0
аккуратность;PSTV;2.0
самонастройка;PSTV;2.0
беззаботно;PSTV;2.0
пчелиная матка;PSTV;2.0
любимец;PSTV;2.0
мягкая посадка;PSTV;2.0
преобразоваться;PSTV;2.0
выдержанность;PSTV;2.0
выгодность;PSTV;2.0
гулянье;PSTV;2.0
радовать;PSTV;2.0
татьяна;PSTV;2.0
известнейший;PSTV;2.0
сверхскоростной;PSTV;2.0
утренняя прогулка;PSTV;2.0
Юрий;PSTV;2.0
впечатляющий;PSTV;2.0
инновационность;PSTV;2.0
богатая;PSTV;2.0
автоматизированный;PSTV;2.0
частушки;PSTV;2.0
с её помощью;PSTV;2.0
цивилизация;PSTV;2.0
правильно;PSTV;2.0
трёхвалентный;PSTV;2.0
законный;PSTV;2.0
научный прогресс;PSTV;2.0
разумный замысел;PSTV;2.0
тенге;PSTV;2.0
оптимистически;PSTV;2.0
клянусь любить тебя;PSTV;2.0
самоудовлетворение;PSTV;2.0
благопристойно;PSTV;2.0
кружево;PSTV;2.0
вовремя;PSTV;2.0
благосклонный;PSTV;2.0
миролюбивый;PSTV;2.0
младенец;PSTV;2.0
восходитель;PSTV;2.0
добросовестный;PSTV;2.0
полезность;PSTV;2.0
приспособлять;PSTV;2.0
книготорговый;PSTV;2.0
осветлять;PSTV;2.0
привлекательно;PSTV;2.0
кормление;PSTV;2.0
этически;PSTV;2.0
платья;PSTV;2.0
энциклопедический словарь;PSTV;2.0
ветеран;PSTV;2.0
избирательное право;PSTV;2.0
цыплёнок;PSTV;2.0
литературное наследие;PSTV;2.0
метла;PSTV;2.0
тотальная распродажа;PSTV;2.0
дружески;PSTV;2.0
симпотичный;PSTV;2.0
культурный герой;PSTV;2.0
пофилософствовать;PSTV;2.0
осознанный;PSTV;2.0
дитё;PSTV;2.0
пойти на пользу;PSTV;2.0
близкие отношения;PSTV;1.9666666659999998
качественно;PSTV;1.965517241
дань уважения;PSTV;1.964285714
бескорыстный;PSTV;1.964285714
помогать;PSTV;1.962962962
позитив;PSTV;1.962962962
воздушный шар;PSTV;1.962962962
красавчик;PSTV;1.961538461
привилегия;PSTV;1.96
доверяться;PSTV;1.96
вылупляться;PSTV;1.96
без напряга;PSTV;1.96
экспонировать;PSTV;1.96
величество;PSTV;1.9583333330000001
поправиться;PSTV;1.9583333330000001
справиться;PSTV;1.9583333330000001
приветственный;PSTV;1.9583333330000001
Испания;PSTV;1.9583333330000001
дебютировать;PSTV;1.956521739
туз в рукаве;PSTV;1.956521739
лидер;PSTV;1.956521739
покорять;PSTV;1.954545454
приодеть;PSTV;1.954545454
спортивный;PSTV;1.954545454
защита;PSTV;1.954545454
альтруизм;PSTV;1.952380952
дискотека;PSTV;1.952380952
упражняться;PSTV;1.952380952
приподнятое настроение;PSTV;1.952380952
крутой парень;PSTV;1.952380952
правильный;PSTV;1.952380952
перемирие;PSTV;1.952380952
переводчик;PSTV;1.952380952
житейская мудрость;PSTV;1.952380952
заигрывающе;PSTV;1.95
подивиться;PSTV;1.95
певуче;PSTV;1.95
электрика;PSTV;1.95
причащать;PSTV;1.95
стратег;PSTV;1.95
ванильный;PSTV;1.95
побережье;PSTV;1.95
смягчиться;PSTV;1.95
родимчик;PSTV;1.95
альтруистический;PSTV;1.95
вприпрыжечку;PSTV;1.95
проясняться;PSTV;1.947368421
сдвигаться с мёртвой точки;PSTV;1.947368421
пощекотать;PSTV;1.947368421
селевой;PSTV;1.947368421
любовное письмо;PSTV;1.947368421
мороженщица;PSTV;1.947368421
крутые парни;PSTV;1.947368421
подучиться;PSTV;1.947368421
уравновеситься;PSTV;1.947368421
ребятня;PSTV;1.947368421
ликвидный;PSTV;1.947368421
поучиться;PSTV;1.947368421
свадьба;PSTV;1.947368421
попечительство;PSTV;1.9444444440000002
маскарад;PSTV;1.9444444440000002
натурный;PSTV;1.9444444440000002
макаронный;PSTV;1.9444444440000002
хороший водитель;PSTV;1.9444444440000002
соблазнительный;PSTV;1.9444444440000002
непринуждённо;PSTV;1.9444444440000002
оказать почётный приём;PSTV;1.9444444440000002
коммуникабельность;PSTV;1.9444444440000002
сберечь;PSTV;1.9444444440000002
целенаправленность;PSTV;1.9444444440000002
аккуратненький;PSTV;1.9444444440000002
по-морскому;PSTV;1.9444444440000002
рифмовать;PSTV;1.9444444440000002
исповедоваться;PSTV;1.9444444440000002
распеться;PSTV;1.9444444440000002
терпеливо;PSTV;1.9444444440000002
работоспособное состояние;PSTV;1.9444444440000002
венчать;PSTV;1.9444444440000002
наступило утро;PSTV;1.94117647
шарф;PSTV;1.94117647
компетентно;PSTV;1.94117647
глубокомысленно;PSTV;1.94117647
повисать;PSTV;1.94117647
управиться;PSTV;1.94117647
совместимость;PSTV;1.94117647
вечерняя заря;PSTV;1.94117647
надёжная;PSTV;1.94117647
по-свадебному;PSTV;1.94117647
буду скучать;PSTV;1.94117647
энтузиаст;PSTV;1.94117647
обогатить;PSTV;1.94117647
оснащённость;PSTV;1.94117647
анатомически;PSTV;1.94117647
презабавный;PSTV;1.94117647
цветение;PSTV;1.94117647
бальзам;PSTV;1.94117647
телохранитель;PSTV;1.94117647
свежий взгляд;PSTV;1.94117647
продумывать;PSTV;1.94117647
восходящий;PSTV;1.94117647
большая семья;PSTV;1.94117647
самоцвет;PSTV;1.94117647
повеселелый;PSTV;1.94117647
разрешимый;PSTV;1.94117647
отзывчивость;PSTV;1.94117647
противотуберкулёзный;PSTV;1.94117647
потренироваться;PSTV;1.94117647
запастись;PSTV;1.9375
КВН;PSTV;1.9375
выбрести;PSTV;1.9375
лечебный;PSTV;1.9375
благомыслящий;PSTV;1.9375
товарищи;PSTV;1.9375
резвиться;PSTV;1.9375
родиться в рубашке;PSTV;1.9375
необычно;PSTV;1.9375
готов;PSTV;1.9375
пощада;PSTV;1.9375
хореография;PSTV;1.9375
мериться;PSTV;1.9375
за мной не заржавеет;PSTV;1.9375
мюзикл;PSTV;1.9375
акробатический;PSTV;1.9375
искупить;PSTV;1.9375
заправиться;PSTV;1.9375
смачный;PSTV;1.9375
высвобождать;PSTV;1.9375
сорганизоваться;PSTV;1.9375
собачка;PSTV;1.9375
как огурчик;PSTV;1.9375
шагать;PSTV;1.9375
канцелярски;PSTV;1.9375
полдник;PSTV;1.9375
сердечный;PSTV;1.9375
поклонница;PSTV;1.9375
реальный;PSTV;1.9375
посветлеть;PSTV;1.9375
улучшение;PSTV;1.9375
крепчать;PSTV;1.9375
пиетет;PSTV;1.9375
культивировать;PSTV;1.9375
заряд бодрости;PSTV;1.93548387
абстрагировать;PSTV;1.9333333330000002
параплан;PSTV;1.9333333330000002
советы;PSTV;1.9333333330000002
апостол;PSTV;1.9333333330000002
продвинуться;PSTV;1.9333333330000002
задышать;PSTV;1.9333333330000002
замостить;PSTV;1.9333333330000002
бананы;PSTV;1.9333333330000002
закаляться;PSTV;1.9333333330000002
тщательно;PSTV;1.9333333330000002
подмандатный;PSTV;1.9333333330000002
простосердечно;PSTV;1.9333333330000002
избранник судьбы;PSTV;1.9333333330000002
предохранительный;PSTV;1.9333333330000002
занятия;PSTV;1.9333333330000002
ритмически;PSTV;1.9333333330000002
архитектура;PSTV;1.9333333330000002
полный порядок;PSTV;1.9333333330000002
птички;PSTV;1.9333333330000002
разнообразить;PSTV;1.9333333330000002
богоспасаемый;PSTV;1.9333333330000002
согласоваться;PSTV;1.9333333330000002
баскетбольная площадка;PSTV;1.9333333330000002
кирпичный дом;PSTV;1.9333333330000002
облегчённый;PSTV;1.9333333330000002
супермаркет;PSTV;1.9333333330000002
слесарить;PSTV;1.9333333330000002
мне нравится;PSTV;1.9333333330000002
рифма;PSTV;1.9333333330000002
окупиться;PSTV;1.9333333330000002
подписчик;PSTV;1.9333333330000002
воскресить;PSTV;1.9333333330000002
безе;PSTV;1.9333333330000002
произрастать;PSTV;1.9333333330000002
струнный квартет;PSTV;1.9333333330000002
стойкость;PSTV;1.9333333330000002
растолковать;PSTV;1.9333333330000002
авторитетность;PSTV;1.9333333330000002
обеззаразить;PSTV;1.9333333330000002
совладеть;PSTV;1.9333333330000002
паруса;PSTV;1.9333333330000002
зарядить;PSTV;1.9333333330000002
хорошист;PSTV;1.9333333330000002
оказать внимание;PSTV;1.9333333330000002
перфекционист;PSTV;1.9333333330000002
юморок;PSTV;1.9333333330000002
умывать;PSTV;1.9333333330000002
заладить;PSTV;1.9333333330000002
книжка;PSTV;1.9333333330000002
библиофил;PSTV;1.9333333330000002
прополис;PSTV;1.9333333330000002
планшет;PSTV;1.9333333330000002
закаливать;PSTV;1.9333333330000002
нормализация;PSTV;1.9333333330000002
завхоз;PSTV;1.9333333330000002
сбалансированный;PSTV;1.9333333330000002
вдох;PSTV;1.9333333330000002
законы;PSTV;1.9333333330000002
прятки;PSTV;1.9333333330000002
хотеть;PSTV;1.9333333330000002
студентка;PSTV;1.9333333330000002
по-твоему;PSTV;1.9333333330000002
красное вино;PSTV;1.9333333330000002
по душам;PSTV;1.9310344819999998
окупаться;PSTV;1.9285714280000001
оплодотворять;PSTV;1.9285714280000001
первостепенный;PSTV;1.9285714280000001
урегулирование конфликта;PSTV;1.9285714280000001
поучаствовать;PSTV;1.9285714280000001
видный;PSTV;1.9285714280000001
трезветь;PSTV;1.9285714280000001
органная музыка;PSTV;1.9285714280000001
манёвренный;PSTV;1.9285714280000001
терпение;PSTV;1.9285714280000001
молодая мама;PSTV;1.9285714280000001
благоприятный;PSTV;1.9285714280000001
большая прогулка;PSTV;1.9285714280000001
студенческое братство;PSTV;1.9285714280000001
хорошие;PSTV;1.9285714280000001
приосаниться;PSTV;1.9285714280000001
сдабривать;PSTV;1.9285714280000001
вернейший;PSTV;1.9285714280000001
сырок;PSTV;1.9285714280000001
свидания;PSTV;1.9285714280000001
перламутровый;PSTV;1.9285714280000001
безоблачный;PSTV;1.9285714280000001
биатлон;PSTV;1.9285714280000001
искриться;PSTV;1.9285714280000001
играючи;PSTV;1.9285714280000001
заслужить;PSTV;1.9285714280000001
железная логика;PSTV;1.9285714280000001
чистая культура;PSTV;1.9285714280000001
резвушка;PSTV;1.9285714280000001
на своем месте;PSTV;1.9285714280000001
мыться;PSTV;1.9285714280000001
возвысить;PSTV;1.9285714280000001
запомниться;PSTV;1.9285714280000001
нетленка;PSTV;1.9285714280000001
галантность;PSTV;1.9285714280000001
хорошо видно;PSTV;1.9285714280000001
чувственный;PSTV;1.9285714280000001
модельный;PSTV;1.9285714280000001
проявить;PSTV;1.9285714280000001
президентский;PSTV;1.9285714280000001
доплата;PSTV;1.9285714280000001
напитаться;PSTV;1.9285714280000001
приличие;PSTV;1.9285714280000001
национальное возрождение;PSTV;1.9285714280000001
общесоюзный;PSTV;1.9285714280000001
плодородный;PSTV;1.9285714280000001
острый слух;PSTV;1.9285714280000001
участливый;PSTV;1.9285714280000001
лыжный спорт;PSTV;1.9285714280000001
заповедный;PSTV;1.9285714280000001
войти в свои берега;PSTV;1.9285714280000001
медицинская сестра;PSTV;1.9285714280000001
обучаться;PSTV;1.9285714280000001
котироваться;PSTV;1.9285714280000001
спикировать;PSTV;1.9285714280000001
смекать;PSTV;1.9285714280000001
луч;PSTV;1.9285714280000001
гурманский;PSTV;1.9285714280000001
молодое;PSTV;1.9285714280000001
новый подход;PSTV;1.9285714280000001
совместное;PSTV;1.9285714280000001
математики;PSTV;1.9285714280000001
художественность;PSTV;1.9285714280000001
гибкий;PSTV;1.9285714280000001
Сибирь;PSTV;1.9285714280000001
подбадривание;PSTV;1.9285714280000001
бестревожно;PSTV;1.9285714280000001
роман;PSTV;1.9285714280000001
опытный игрок;PSTV;1.9285714280000001
подтвердить;PSTV;1.9285714280000001
априорный;PSTV;1.9285714280000001
отцовски;PSTV;1.9285714280000001
тренировки;PSTV;1.9285714280000001
любвеобильный;PSTV;1.9285714280000001
отметать;PSTV;1.9285714280000001
умиротворяющий;PSTV;1.9285714280000001
урегулироваться;PSTV;1.9285714280000001
положительный смысл;PSTV;1.9285714280000001
не стеснять движения;PSTV;1.9285714280000001
действенно;PSTV;1.9285714280000001
этнография;PSTV;1.9285714280000001
абрикос;PSTV;1.9285714280000001
излюбленный;PSTV;1.9285714280000001
славить;PSTV;1.9285714280000001
эффективность;PSTV;1.9285714280000001
прилежно;PSTV;1.9285714280000001
сдобный;PSTV;1.9285714280000001
бахрома;PSTV;1.9285714280000001
олицетворение;PSTV;1.9285714280000001
согревание;PSTV;1.9285714280000001
перестраховаться;PSTV;1.9285714280000001
создатель;PSTV;1.9285714280000001
братик;PSTV;1.9285714280000001
социальное партнёрство;PSTV;1.9285714280000001
ненавязчивость;PSTV;1.9285714280000001
фото;PSTV;1.9285714280000001
компресс;PSTV;1.9285714280000001
зашевелить;PSTV;1.9285714280000001
башковитость;PSTV;1.9285714280000001
доходный;PSTV;1.9285714280000001
гораздо;PSTV;1.9285714280000001
добрячок;PSTV;1.9285714280000001
беседовать;PSTV;1.9285714280000001
свадебный букет;PSTV;1.9285714280000001
холеный;PSTV;1.9285714280000001
спасиб;PSTV;1.9285714280000001
онлайн-кинотеатр;PSTV;1.9285714280000001
знает;PSTV;1.9285714280000001
спасательная капсула;PSTV;1.9285714280000001
естественно;PSTV;1.9285714280000001
зачисляться;PSTV;1.9285714280000001
прокатный;PSTV;1.9285714280000001
щит;PSTV;1.9285714280000001
зарекомендовать;PSTV;1.9285714280000001
дегустировать;PSTV;1.9285714280000001
эмоциональный всплеск;PSTV;1.9285714280000001
пышноволосый;PSTV;1.9285714280000001
умилить;PSTV;1.9285714280000001
увенчать;PSTV;1.9285714280000001
песочное тесто;PSTV;1.9285714280000001
общепризнанный;PSTV;1.9285714280000001
евангельски;PSTV;1.9285714280000001
исправность;PSTV;1.9285714280000001
веерный;PSTV;1.9285714280000001
точный;PSTV;1.9285714280000001
речушка;PSTV;1.9285714280000001
традиционализм;PSTV;1.9285714280000001
заправский;PSTV;1.9285714280000001
консолидироваться;PSTV;1.9285714280000001
облагородиться;PSTV;1.9285714280000001
решить проблему;PSTV;1.9285714280000001
предостерегать;PSTV;1.9285714280000001
кровинка;PSTV;1.9285714280000001
нетление;PSTV;1.9285714280000001
любительница;PSTV;1.9285714280000001
оперативность;PSTV;1.9285714280000001
сельскохозяйственное производство;PSTV;1.9285714280000001
студенческое движение;PSTV;1.9285714280000001
раздобриться;PSTV;1.9285714280000001
превознести;PSTV;1.9285714280000001
объективная информация;PSTV;1.925925925
генерал-майор;PSTV;1.9230769230000002
здоровьице;PSTV;1.9230769230000002
пушистый;PSTV;1.9230769230000002
утишать;PSTV;1.9230769230000002
снеговик;PSTV;1.9230769230000002
космическая техника;PSTV;1.9230769230000002
ёлочка;PSTV;1.9230769230000002
уступчивый;PSTV;1.9230769230000002
настоящая леди;PSTV;1.9230769230000002
отмыть;PSTV;1.9230769230000002
ободряюще;PSTV;1.9230769230000002
философствование;PSTV;1.9230769230000002
чистосердечный;PSTV;1.9230769230000002
мамин;PSTV;1.9230769230000002
возвышенно;PSTV;1.9230769230000002
суверенитет;PSTV;1.9230769230000002
переливающийся всеми цветами радуги;PSTV;1.9230769230000002
укромный уголок;PSTV;1.9230769230000002
терраса;PSTV;1.9230769230000002
дайвер;PSTV;1.9230769230000002
благословляться;PSTV;1.9230769230000002
садоводство;PSTV;1.9230769230000002
функциональный;PSTV;1.9230769230000002
ценитель;PSTV;1.9230769230000002
благосостояние;PSTV;1.9230769230000002
подсолнухи;PSTV;1.9230769230000002
психология;PSTV;1.9230769230000002
страховой стаж;PSTV;1.9230769230000002
основательность;PSTV;1.9230769230000002
настроиться;PSTV;1.9230769230000002
тюльпан;PSTV;1.9230769230000002
священный союз;PSTV;1.9230769230000002
дрозд;PSTV;1.9230769230000002
почвозащитный;PSTV;1.9230769230000002
ладить;PSTV;1.9230769230000002
карие глаза;PSTV;1.9230769230000002
мускульный;PSTV;1.9230769230000002
превосходство;PSTV;1.9230769230000002
жилет;PSTV;1.9230769230000002
хорошие стороны;PSTV;1.9230769230000002
княгиня;PSTV;1.9230769230000002
приготовить;PSTV;1.9230769230000002
водопад;PSTV;1.9230769230000002
досточтимый;PSTV;1.9230769230000002
узнавание;PSTV;1.9230769230000002
регенеративный;PSTV;1.9230769230000002
парочка;PSTV;1.9230769230000002
нужно улучшать;PSTV;1.9230769230000002
облегчить;PSTV;1.9230769230000002
программист;PSTV;1.9230769230000002
удачница;PSTV;1.9230769230000002
крепыш;PSTV;1.9230769230000002
индустрия;PSTV;1.9230769230000002
водичка;PSTV;1.9230769230000002
возрождение;PSTV;1.9230769230000002
спортивная;PSTV;1.9230769230000002
долготерпеливый;PSTV;1.9230769230000002
построить;PSTV;1.9230769230000002
коровье молоко;PSTV;1.9230769230000002
натренированный;PSTV;1.9230769230000002
старание;PSTV;1.9230769230000002
перепляс;PSTV;1.9230769230000002
сообщиться;PSTV;1.9230769230000002
прокормиться;PSTV;1.9230769230000002
конкурсы;PSTV;1.9230769230000002
лёгкая музыка;PSTV;1.9230769230000002
нацеленность;PSTV;1.9230769230000002
равноправный;PSTV;1.9230769230000002
самодельный;PSTV;1.9230769230000002
юность;PSTV;1.9230769230000002
папочка;PSTV;1.9230769230000002
адаптивность;PSTV;1.9230769230000002
огонёк;PSTV;1.9230769230000002
защититься;PSTV;1.9230769230000002
проектировка;PSTV;1.9230769230000002
бирюзовый;PSTV;1.9230769230000002
печёнка;PSTV;1.9230769230000002
проникновенность;PSTV;1.9230769230000002
прелестница;PSTV;1.9230769230000002
моралите;PSTV;1.9230769230000002
поспрашивать;PSTV;1.9230769230000002
вклад;PSTV;1.9230769230000002
подтянутость;PSTV;1.9230769230000002
достаточный;PSTV;1.9230769230000002
дароносица;PSTV;1.9230769230000002
орденоносец;PSTV;1.9230769230000002
вечность;PSTV;1.9230769230000002
фрегат;PSTV;1.9230769230000002
усидчивость;PSTV;1.9230769230000002
сформированность;PSTV;1.9230769230000002
боевой конь;PSTV;1.9230769230000002
успокаивать;PSTV;1.9230769230000002
охранительница;PSTV;1.9230769230000002
православие;PSTV;1.9230769230000002
международное право;PSTV;1.9230769230000002
вездеход;PSTV;1.9230769230000002
горы;PSTV;1.9230769230000002
пойти вперёд;PSTV;1.9230769230000002
военная служба;PSTV;1.9230769230000002
популярно объяснил;PSTV;1.9230769230000002
приподнятое состояние;PSTV;1.9230769230000002
разноцветно;PSTV;1.9230769230000002
нахваливать;PSTV;1.9230769230000002
образовываться;PSTV;1.9230769230000002
кофейник;PSTV;1.9230769230000002
целый;PSTV;1.9230769230000002
братский;PSTV;1.9230769230000002
устное творчество;PSTV;1.9230769230000002
многоопытный;PSTV;1.9230769230000002
ознакомление;PSTV;1.9230769230000002
оптимистичность;PSTV;1.9230769230000002
трансформация;PSTV;1.9230769230000002
лучший стрелок;PSTV;1.9230769230000002
докрасна;PSTV;1.9230769230000002
приятное состояние;PSTV;1.9230769230000002
