slice;term;answer;ratio
TANGIBLE;голубизна;NO;1.0
TANGIBLE;голубка;YES;1.0
TANGIBLE;голыш;YES;0.9091
TANGIBLE;гольф;NO;0.9231
TANGIBLE;гонг;YES;1.0
TANGIBLE;гондола;YES;1.0
TANGIBLE;гонение;NO;1.0
NOUN:TANGIBLE;гонец;LIFE;1.0
TANGIBLE;гонец;YES;1.0
TANGIBLE;гонор;NO;1.0
NOUN:TANGIBLE;гонорар;THING;1.0
TANGIBLE;гонорар;YES;0.9167
NOUN:TANGIBLE;гонщик;LIFE;1.0
TANGIBLE;гонщик;YES;1.0
NOUN:TANGIBLE;гора;PLACE;1.0
TANGIBLE;гора;YES;0.6957
TANGIBLE;горб;YES;1.0
NOUN:TANGIBLE;горбун;LIFE;1.0
TANGIBLE;горбун;YES;1.0
TANGIBLE;гордость;NO;1.0
TANGIBLE;гордыня;NO;1.0
TANGIBLE;горение;NO;0.6875
TANGIBLE;горесть;NO;1.0
NOUN:TANGIBLE;горец;LIFE;1.0
TANGIBLE;горец;YES;1.0
TANGIBLE;горечь;NO;1.0
TANGIBLE;горизонт;NO;1.0
TANGIBLE;горизонталь;NO;1.0
NOUN:TANGIBLE;горилла;LIFE;1.0
TANGIBLE;горилла;YES;1.0
TANGIBLE;горка;YES;1.0
TANGIBLE;горло;YES;1.0
TANGIBLE;горловина;YES;1.0
NOUN:TANGIBLE;горлышко;THING;1.0
TANGIBLE;горлышко;YES;1.0
TANGIBLE;гормон;NO;0.8333
NOUN:TANGIBLE;горн;THING;1.0
TANGIBLE;горн;YES;1.0
TANGIBLE;горница;YES;1.0
NOUN:TANGIBLE;горничная;LIFE;1.0
TANGIBLE;горничная;YES;1.0
TANGIBLE;городишко;YES;1.0
NOUN:TANGIBLE;городище;PLACE;1.0
TANGIBLE;городище;YES;1.0
TANGIBLE;гороскоп;NO;1.0
NOUN:TANGIBLE;горох;THING;0.9091
TANGIBLE;горох;YES;1.0
NOUN:TANGIBLE;горошек;THING;0.9167
TANGIBLE;горошек;YES;1.0
NOUN:TANGIBLE;горошина;THING;1.0
TANGIBLE;горошина;YES;1.0
NOUN:TANGIBLE;горстка;OTHER;1.0
TANGIBLE;горстка;YES;1.0
TANGIBLE;горсть;YES;0.8571
TANGIBLE;гортань;YES;1.0
NOUN:TANGIBLE;горчица;SUBSTANCE;1.0
TANGIBLE;горчица;YES;1.0
NOUN:TANGIBLE;горшок;THING;1.0
TANGIBLE;горшок;YES;1.0
NOUN:TANGIBLE;горшочек;THING;1.0
TANGIBLE;горшочек;YES;1.0
TANGIBLE;горячка;NO;1.0
TANGIBLE;горячность;NO;1.0
NOUN:TANGIBLE;госпиталь;PLACE;1.0
TANGIBLE;госпиталь;YES;0.9167
NOUN:TANGIBLE;господарь;LIFE;1.0
TANGIBLE;господарь;YES;0.9286
NOUN:TANGIBLE;господин;LIFE;1.0
TANGIBLE;господин;YES;1.0
TANGIBLE;господство;NO;1.0
NOUN:TANGIBLE;госпожа;LIFE;1.0
TANGIBLE;госпожа;YES;1.0
NOUN:TANGIBLE;госсекретарь;LIFE;1.0
TANGIBLE;госсекретарь;YES;1.0
TANGIBLE;гостеприимство;NO;1.0
NOUN:TANGIBLE;гостинец;THING;1.0
TANGIBLE;гостинец;YES;1.0
NOUN:TANGIBLE;гостиница;PLACE;1.0
TANGIBLE;гостиница;YES;1.0
NOUN:TANGIBLE;гость;LIFE;1.0
TANGIBLE;гость;YES;1.0
NOUN:TANGIBLE;гостья;LIFE;1.0
TANGIBLE;гостья;YES;1.0
TANGIBLE;государственность;NO;1.0
TANGIBLE;государство;NO;0.9444
NOUN:TANGIBLE;государыня;LIFE;1.0
TANGIBLE;государыня;YES;1.0
NOUN:TANGIBLE;государь;LIFE;1.0
TANGIBLE;государь;YES;1.0
TANGIBLE;готовка;NO;1.0
TANGIBLE;готовность;NO;1.0
NOUN:TANGIBLE;грабитель;LIFE;1.0
TANGIBLE;грабитель;YES;1.0
TANGIBLE;грабёж;NO;1.0
TANGIBLE;гравитация;NO;1.0
NOUN:TANGIBLE;гравюра;THING;1.0
TANGIBLE;гравюра;YES;1.0
TANGIBLE;град;YES;0.7143
TANGIBLE;градация;NO;0.9231
NOUN:TANGIBLE;градина;THING;0.9231
TANGIBLE;градина;YES;1.0
NOUN:TANGIBLE;градоначальник;LIFE;1.0
TANGIBLE;градоначальник;YES;1.0
TANGIBLE;градус;NO;1.0
NOUN:TANGIBLE;градусник;THING;1.0
TANGIBLE;градусник;YES;1.0
NOUN:TANGIBLE;гражданин;LIFE;1.0
TANGIBLE;гражданин;YES;0.9474
NOUN:TANGIBLE;гражданка;LIFE;1.0
TANGIBLE;гражданка;YES;1.0
TANGIBLE;гражданство;NO;1.0
NOUN:TANGIBLE;грамота;THING;1.0
TANGIBLE;грамота;YES;0.9333
TANGIBLE;грамотность;NO;1.0
NOUN:TANGIBLE;гранат;THING;1.0
TANGIBLE;гранат;YES;1.0
NOUN:TANGIBLE;граната;THING;1.0
TANGIBLE;граната;YES;1.0
NOUN:TANGIBLE;гранатомёт;THING;1.0
TANGIBLE;гранатомёт;YES;1.0
TANGIBLE;грандиозность;NO;1.0
TANGIBLE;граница;NO;0.8421
TANGIBLE;грант;NO;1.0
NOUN:TANGIBLE;грань;OTHER;1.0
TANGIBLE;грань;YES;1.0
NOUN:TANGIBLE;граф;LIFE;1.0
TANGIBLE;граф;YES;1.0
TANGIBLE;графа;NO;1.0
TANGIBLE;график;NO;0.8333
TANGIBLE;графика;NO;1.0
NOUN:TANGIBLE;графин;THING;1.0
TANGIBLE;графин;YES;1.0
NOUN:TANGIBLE;графиня;LIFE;1.0
TANGIBLE;графиня;YES;1.0
TANGIBLE;грация;NO;1.0
NOUN:TANGIBLE;гребень;THING;1.0
TANGIBLE;гребень;YES;0.9167
TANGIBLE;гребец;YES;1.0
NOUN:TANGIBLE;гребешок;THING;0.96
TANGIBLE;гребешок;YES;1.0
NOUN:TANGIBLE;грек;LIFE;1.0
TANGIBLE;грек;YES;1.0
NOUN:TANGIBLE;грелка;THING;1.0
TANGIBLE;грелка;YES;1.0
NOUN:TANGIBLE;гренка;THING;1.0
TANGIBLE;гренка;YES;1.0
TANGIBLE;гренок;YES;1.0
TANGIBLE;грех;NO;1.0
TANGIBLE;греховность;NO;1.0
TANGIBLE;грехопадение;NO;1.0
NOUN:TANGIBLE;грешник;LIFE;1.0
TANGIBLE;грешник;YES;1.0
TANGIBLE;грешок;NO;1.0
NOUN:TANGIBLE;гриб;LIFE;1.0
TANGIBLE;гриб;YES;1.0
TANGIBLE;грибок;YES;0.9231
TANGIBLE;грива;YES;1.0
NOUN:TANGIBLE;гривна;THING;1.0
TANGIBLE;гривна;YES;1.0
NOUN:TANGIBLE;гризли;LIFE;1.0
TANGIBLE;гризли;YES;1.0
TANGIBLE;грипп;NO;0.9091
NOUN:TANGIBLE;гриф;LIFE;1.0
TANGIBLE;гриф;YES;0.8462
NOUN:TANGIBLE;грифон;LIFE;1.0
TANGIBLE;грифон;YES;1.0
NOUN:TANGIBLE;гроб;THING;1.0
TANGIBLE;гроб;YES;1.0
NOUN:TANGIBLE;гробница;PLACE;1.0
TANGIBLE;гробница;YES;1.0
TANGIBLE;гроздь;YES;1.0
NOUN:TANGIBLE;громкоговоритель;THING;1.0
TANGIBLE;громкоговоритель;YES;1.0
TANGIBLE;гроссмейстер;YES;1.0
TANGIBLE;грот;YES;1.0
TANGIBLE;грош;YES;0.6875
NOUN:TANGIBLE;грубиян;LIFE;1.0
TANGIBLE;грубиян;YES;0.9091
TANGIBLE;грубость;NO;1.0
NOUN:TANGIBLE;груда;THING;1.0
TANGIBLE;груда;YES;1.0
NOUN:TANGIBLE;грудка;THING;0.9167
TANGIBLE;грудка;YES;1.0
NOUN:TANGIBLE;грудь;PLACE;1.0
TANGIBLE;грудь;YES;1.0
NOUN:TANGIBLE;груз;THING;1.0
TANGIBLE;груз;YES;1.0
NOUN:TANGIBLE;грузин;LIFE;1.0
TANGIBLE;грузин;YES;0.9091
NOUN:TANGIBLE;грузовик;THING;1.0
TANGIBLE;грузовик;YES;1.0
NOUN:TANGIBLE;грузовичок;THING;1.0
TANGIBLE;грузовичок;YES;1.0
NOUN:TANGIBLE;грузчик;LIFE;1.0
TANGIBLE;грузчик;YES;1.0
NOUN:TANGIBLE;грунт;SUBSTANCE;0.96
TANGIBLE;грунт;YES;1.0
NOUN:TANGIBLE;грунтовка;SUBSTANCE;1.0
TANGIBLE;грунтовка;YES;0.9091
NOUN:TANGIBLE;группа;OTHER;1.0
TANGIBLE;группа;YES;0.9231
TANGIBLE;группировка;NO;1.0
TANGIBLE;группка;YES;1.0
TANGIBLE;грусть;NO;1.0
NOUN:TANGIBLE;груша;THING;0.92
TANGIBLE;груша;YES;1.0
NOUN:TANGIBLE;грыжа;SUBSTANCE;1.0
TANGIBLE;грыжа;YES;1.0
NOUN:TANGIBLE;грызун;LIFE;1.0
TANGIBLE;грызун;YES;1.0
NOUN:TANGIBLE;гряда;PLACE;1.0
TANGIBLE;гряда;YES;1.0
TANGIBLE;грядка;YES;1.0
NOUN:TANGIBLE;грязь;SUBSTANCE;1.0
TANGIBLE;грязь;YES;0.9167
TANGIBLE;грёза;NO;1.0
TANGIBLE;губа;YES;1.0
NOUN:TANGIBLE;губернатор;LIFE;1.0
TANGIBLE;губернатор;YES;1.0
NOUN:TANGIBLE;губка;THING;1.0
TANGIBLE;губка;YES;1.0
TANGIBLE;гувернантка;YES;1.0
TANGIBLE;гул;NO;0.9231
NOUN:TANGIBLE;гуля;LIFE;1.0
TANGIBLE;гуля;YES;1.0
NOUN:TANGIBLE;гуляка;LIFE;1.0
TANGIBLE;гуляка;YES;1.0
TANGIBLE;гуляние;NO;1.0
TANGIBLE;гулянка;NO;0.9231
TANGIBLE;гулянье;NO;1.0
TANGIBLE;гуманизм;NO;1.0
TANGIBLE;гуманист;YES;0.9091
TANGIBLE;гуманность;NO;1.0
TANGIBLE;гуманоид;YES;0.9091
TANGIBLE;гумно;YES;1.0
TANGIBLE;гуру;YES;1.0
NOUN:TANGIBLE;гусар;LIFE;1.0
TANGIBLE;гусар;YES;0.9091
NOUN:TANGIBLE;гусеница;LIFE;1.0
TANGIBLE;гусеница;YES;1.0
NOUN:TANGIBLE;гусь;LIFE;1.0
TANGIBLE;гусь;YES;1.0
TANGIBLE;д;NO;1.0
TANGIBLE;давление;NO;1.0
TANGIBLE;давность;NO;1.0
TANGIBLE;даль;NO;0.9231
TANGIBLE;дальновидность;NO;1.0
TANGIBLE;дальность;NO;1.0
NOUN:TANGIBLE;дама;LIFE;1.0
TANGIBLE;дама;YES;1.0
TANGIBLE;дамба;YES;1.0
NOUN:TANGIBLE;дамочка;LIFE;1.0
TANGIBLE;дамочка;YES;1.0
TANGIBLE;данность;NO;1.0
NOUN:TANGIBLE;дантист;LIFE;1.0
TANGIBLE;дантист;YES;1.0
TANGIBLE;дар;NO;1.0
TANGIBLE;дарение;NO;1.0
TANGIBLE;дата;NO;1.0
TANGIBLE;датировка;NO;1.0
NOUN:TANGIBLE;датчанин;LIFE;1.0
TANGIBLE;датчанин;YES;1.0
NOUN:TANGIBLE;датчик;THING;1.0
TANGIBLE;датчик;YES;1.0
NOUN:TANGIBLE;дача;PLACE;1.0
TANGIBLE;дача;YES;0.9167
TANGIBLE;двадцатка;NO;1.0
NOUN:TANGIBLE;дверка;THING;1.0
TANGIBLE;дверка;YES;1.0
NOUN:TANGIBLE;дверца;THING;1.0
TANGIBLE;дверца;YES;1.0
NOUN:TANGIBLE;дверь;THING;1.0
TANGIBLE;дверь;YES;1.0
NOUN:TANGIBLE;двигатель;THING;1.0
TANGIBLE;двигатель;YES;1.0
TANGIBLE;движение;NO;1.0
NOUN:TANGIBLE;движок;THING;1.0
TANGIBLE;движок;YES;1.0
TANGIBLE;двойка;NO;1.0
NOUN:TANGIBLE;двойник;LIFE;0.9412
TANGIBLE;двойник;YES;1.0
NOUN:TANGIBLE;двор;PLACE;1.0
TANGIBLE;двор;YES;0.9524
TANGIBLE;дворец;YES;1.0
NOUN:TANGIBLE;дворецкий;LIFE;1.0
TANGIBLE;дворецкий;YES;1.0
NOUN:TANGIBLE;дворик;PLACE;1.0
TANGIBLE;дворик;YES;1.0
NOUN:TANGIBLE;дворник;LIFE;1.0
TANGIBLE;дворник;YES;1.0
NOUN:TANGIBLE;дворянин;LIFE;1.0
TANGIBLE;дворянин;YES;1.0
TANGIBLE;дворянство;NO;1.0
NOUN:TANGIBLE;двуколка;OTHER;1.0
TANGIBLE;двуколка;YES;1.0
TANGIBLE;двусмысленность;NO;1.0
NOUN:TANGIBLE;двустволка;THING;1.0
TANGIBLE;двустволка;YES;1.0
TANGIBLE;дебют;NO;1.0
NOUN:TANGIBLE;дева;LIFE;1.0
TANGIBLE;дева;YES;1.0
TANGIBLE;девальвация;NO;1.0
TANGIBLE;девиз;NO;1.0
NOUN:TANGIBLE;девица;LIFE;1.0
TANGIBLE;девица;YES;1.0
NOUN:TANGIBLE;девка;LIFE;1.0
TANGIBLE;девка;YES;1.0
NOUN:TANGIBLE;девочка;LIFE;1.0
TANGIBLE;девочка;YES;1.0
NOUN:TANGIBLE;девственница;LIFE;1.0
TANGIBLE;девственница;YES;1.0
TANGIBLE;девственность;NO;0.7222
NOUN:TANGIBLE;девушка;LIFE;1.0
TANGIBLE;девушка;YES;1.0
NOUN:TANGIBLE;девчонка;LIFE;1.0
TANGIBLE;девчонка;YES;1.0
NOUN:TANGIBLE;девчушка;LIFE;1.0
TANGIBLE;девчушка;YES;1.0
TANGIBLE;девятка;NO;1.0
TANGIBLE;деградация;NO;1.0
TANGIBLE;дегустация;NO;1.0
NOUN:TANGIBLE;дед;LIFE;1.0
TANGIBLE;дед;YES;1.0
NOUN:TANGIBLE;дедка;LIFE;1.0
TANGIBLE;дедка;YES;1.0
TANGIBLE;дедукция;NO;1.0
NOUN:TANGIBLE;дедушка;LIFE;1.0
TANGIBLE;дедушка;YES;0.9231
TANGIBLE;дееспособность;NO;1.0
TANGIBLE;дежавю;NO;1.0
TANGIBLE;дежурство;NO;1.0
NOUN:TANGIBLE;дезертир;LIFE;1.0
TANGIBLE;дезертир;YES;1.0
TANGIBLE;дезертирство;NO;1.0
TANGIBLE;дезинфекция;NO;1.0
TANGIBLE;дезинформация;NO;1.0
TANGIBLE;дезорганизация;NO;1.0
TANGIBLE;действенность;NO;1.0
TANGIBLE;действие;NO;0.6842
TANGIBLE;действо;NO;1.0
TANGIBLE;декада;NO;1.0
NOUN:TANGIBLE;декан;LIFE;1.0
TANGIBLE;декан;YES;1.0
TANGIBLE;декларация;YES;1.0
TANGIBLE;декольте;YES;0.7692
NOUN:TANGIBLE;декорация;THING;1.0
TANGIBLE;декорация;YES;1.0
TANGIBLE;декрет;NO;1.0
TANGIBLE;делание;NO;1.0
TANGIBLE;делегат;YES;0.9231
TANGIBLE;деление;NO;1.0
NOUN:TANGIBLE;делец;LIFE;1.0
TANGIBLE;делец;YES;1.0
NOUN:TANGIBLE;деликатес;SUBSTANCE;1.0
TANGIBLE;деликатес;YES;0.9231
TANGIBLE;деликатность;NO;1.0
TANGIBLE;деловитость;NO;1.0
TANGIBLE;дельта;NO;1.0
NOUN:TANGIBLE;дельфин;LIFE;1.0
TANGIBLE;дельфин;YES;1.0
TANGIBLE;дельце;NO;1.0
TANGIBLE;делёж;NO;1.0
TANGIBLE;демагогия;NO;1.0
TANGIBLE;демобилизация;NO;1.0
TANGIBLE;демократия;NO;1.0
TANGIBLE;демонстрант;YES;1.0
TANGIBLE;демонстрация;NO;1.0
TANGIBLE;денди;YES;0.9167
NOUN:TANGIBLE;денежка;THING;0.963
TANGIBLE;денежка;YES;1.0
TANGIBLE;денщик;YES;1.0
NOUN:TANGIBLE;деньга;THING;1.0
TANGIBLE;деньга;YES;1.0
TANGIBLE;денёк;NO;0.9091
TANGIBLE;департамент;NO;0.6875
TANGIBLE;депеша;YES;1.0
NOUN:TANGIBLE;депо;PLACE;1.0
TANGIBLE;депо;YES;1.0
TANGIBLE;депортация;NO;1.0
TANGIBLE;депрессия;NO;1.0
NOUN:TANGIBLE;депутат;LIFE;1.0
TANGIBLE;депутат;YES;1.0
NOUN:TANGIBLE;деревенька;PLACE;1.0
TANGIBLE;деревенька;YES;1.0
NOUN:TANGIBLE;деревня;PLACE;1.0
TANGIBLE;деревня;YES;0.9444
NOUN:TANGIBLE;дерево;LIFE;0.9309999999999999
TANGIBLE;дерево;YES;1.0
NOUN:TANGIBLE;деревушка;PLACE;1.0
TANGIBLE;деревушка;YES;1.0
NOUN:TANGIBLE;деревце;LIFE;1.0
TANGIBLE;деревце;YES;1.0
TANGIBLE;деревцо;YES;1.0
NOUN:TANGIBLE;деревяшка;THING;1.0
TANGIBLE;деревяшка;YES;1.0
TANGIBLE;держава;NO;0.9231
NOUN:TANGIBLE;держатель;THING;1.0
TANGIBLE;держатель;YES;1.0
TANGIBLE;дерзость;NO;1.0
NOUN:TANGIBLE;дерьмо;SUBSTANCE;1.0
TANGIBLE;дерьмо;YES;1.0
NOUN:TANGIBLE;десант;LIFE;1.0
TANGIBLE;десант;YES;0.8125
TANGIBLE;десерт;YES;1.0
TANGIBLE;десница;YES;1.0
TANGIBLE;деспот;YES;0.9167
TANGIBLE;деспотизм;NO;1.0
TANGIBLE;десятилетие;NO;1.0
TANGIBLE;десятина;NO;1.0
TANGIBLE;десятка;NO;1.0
TANGIBLE;десяток;NO;1.0
TANGIBLE;детализация;NO;1.0
NOUN:TANGIBLE;деталь;THING;1.0
TANGIBLE;деталь;YES;1.0
NOUN:TANGIBLE;детдом;PLACE;1.0
TANGIBLE;детдом;YES;1.0
TANGIBLE;детектив;YES;1.0
NOUN:TANGIBLE;детина;LIFE;1.0
TANGIBLE;детина;YES;1.0
NOUN:TANGIBLE;детище;LIFE;1.0
TANGIBLE;детище;YES;1.0
NOUN:TANGIBLE;детка;LIFE;1.0
TANGIBLE;детка;YES;1.0
TANGIBLE;детонатор;YES;0.7143
TANGIBLE;детство;NO;1.0
NOUN:TANGIBLE;детёныш;LIFE;1.0
TANGIBLE;детёныш;YES;1.0
TANGIBLE;дефект;NO;0.6818
TANGIBLE;дефиле;NO;0.9167
TANGIBLE;дефицит;NO;1.0
TANGIBLE;деформация;NO;1.0
TANGIBLE;дешёвка;NO;1.0
TANGIBLE;деяние;NO;1.0
NOUN:TANGIBLE;деятель;LIFE;1.0
TANGIBLE;деятель;YES;1.0
TANGIBLE;деятельность;NO;1.0
TANGIBLE;джаз;NO;1.0
NOUN:TANGIBLE;джакузи;THING;1.0
TANGIBLE;джакузи;YES;0.9167
NOUN:TANGIBLE;джем;SUBSTANCE;0.9444
TANGIBLE;джем;YES;1.0
NOUN:TANGIBLE;джемпер;THING;1.0
TANGIBLE;джемпер;YES;1.0
NOUN:TANGIBLE;джентльмен;LIFE;1.0
TANGIBLE;джентльмен;YES;1.0
NOUN:TANGIBLE;джигит;LIFE;1.0
TANGIBLE;джигит;YES;1.0
NOUN:TANGIBLE;джип;THING;1.0
TANGIBLE;джип;YES;1.0
TANGIBLE;джиу-джитсу;NO;1.0
TANGIBLE;диагноз;NO;1.0
TANGIBLE;диагностика;NO;1.0
TANGIBLE;диагональ;NO;1.0
TANGIBLE;диаграмма;YES;1.0
TANGIBLE;диалект;NO;1.0
TANGIBLE;диалог;NO;0.9677
TANGIBLE;диаметр;NO;0.8333
TANGIBLE;диапазон;NO;1.0
TANGIBLE;дива;YES;1.0
NOUN:TANGIBLE;диван;THING;1.0
TANGIBLE;диван;YES;1.0
NOUN:TANGIBLE;диванчик;THING;1.0
TANGIBLE;диванчик;YES;1.0
TANGIBLE;диверсант;YES;0.9091
TANGIBLE;диверсия;NO;1.0
TANGIBLE;дивиденд;NO;0.75
TANGIBLE;дивизия;YES;0.7143
TANGIBLE;диета;NO;1.0
TANGIBLE;дизайн;NO;1.0
NOUN:TANGIBLE;дизайнер;LIFE;1.0
TANGIBLE;дизайнер;YES;1.0
TANGIBLE;дизель;YES;1.0
NOUN:TANGIBLE;дикарь;LIFE;1.0
TANGIBLE;дикарь;YES;1.0
TANGIBLE;дикость;NO;1.0
TANGIBLE;диктатор;YES;0.9091
TANGIBLE;диктатура;NO;1.0
TANGIBLE;диктовка;NO;1.0
NOUN:TANGIBLE;диктор;LIFE;1.0
TANGIBLE;диктор;YES;1.0
TANGIBLE;дилемма;NO;1.0
NOUN:TANGIBLE;дилер;LIFE;1.0
TANGIBLE;дилер;YES;1.0
TANGIBLE;дилетант;YES;1.0
TANGIBLE;дилижанс;YES;1.0
NOUN:TANGIBLE;динамик;THING;1.0
TANGIBLE;динамик;YES;1.0
TANGIBLE;динамика;NO;1.0
NOUN:TANGIBLE;динамит;THING;1.0
TANGIBLE;динамит;YES;1.0
TANGIBLE;династия;NO;1.0
NOUN:TANGIBLE;динозавр;LIFE;0.9091
TANGIBLE;динозавр;YES;1.0
NOUN:TANGIBLE;диплом;THING;1.0
TANGIBLE;диплом;YES;1.0
TANGIBLE;дипломат;YES;1.0
TANGIBLE;дипломатия;NO;1.0
TANGIBLE;директива;NO;1.0
NOUN:TANGIBLE;директор;LIFE;1.0
TANGIBLE;директор;YES;1.0
NOUN:TANGIBLE;директриса;LIFE;1.0
TANGIBLE;директриса;YES;1.0
NOUN:TANGIBLE;дирижабль;THING;1.0
TANGIBLE;дирижабль;YES;1.0
NOUN:TANGIBLE;дирижёр;LIFE;1.0
TANGIBLE;дирижёр;YES;1.0
TANGIBLE;дисгармония;NO;1.0
NOUN:TANGIBLE;диск;THING;1.0
TANGIBLE;диск;YES;1.0
NOUN:TANGIBLE;дискета;THING;1.0
TANGIBLE;дискета;YES;1.0
TANGIBLE;диско;NO;1.0
TANGIBLE;дискомфорт;NO;1.0
TANGIBLE;дискотека;NO;0.9375
TANGIBLE;дискредитация;NO;1.0
TANGIBLE;дискриминация;NO;1.0
TANGIBLE;дискурс;NO;1.0
TANGIBLE;дискуссия;NO;1.0
TANGIBLE;дислокация;NO;0.9091
NOUN:TANGIBLE;диспетчер;LIFE;1.0
TANGIBLE;диспетчер;YES;1.0
NOUN:TANGIBLE;дисплей;THING;1.0
TANGIBLE;дисплей;YES;1.0
TANGIBLE;диспозиция;NO;1.0
TANGIBLE;диспут;NO;1.0
TANGIBLE;диссидент;YES;1.0
TANGIBLE;диссонанс;NO;1.0
TANGIBLE;дистанция;NO;1.0
TANGIBLE;дисциплина;NO;0.7222
NOUN:TANGIBLE;дитя;LIFE;1.0
TANGIBLE;дитя;YES;1.0
TANGIBLE;дитё;YES;1.0
TANGIBLE;дичь;YES;1.0
TANGIBLE;длань;YES;1.0
TANGIBLE;длина;NO;1.0
TANGIBLE;длительность;NO;1.0
NOUN:TANGIBLE;дневник;THING;1.0
TANGIBLE;дневник;YES;1.0
TANGIBLE;днище;YES;0.9091
NOUN:TANGIBLE;дно;PLACE;0.9773
TANGIBLE;дно;YES;1.0
TANGIBLE;доблесть;NO;1.0
NOUN:TANGIBLE;доброволец;LIFE;1.0
TANGIBLE;доброволец;YES;1.0
TANGIBLE;добродетель;NO;1.0
TANGIBLE;добродушие;NO;1.0
TANGIBLE;доброжелательность;NO;1.0
TANGIBLE;добросовестность;NO;1.0
TANGIBLE;доброта;NO;1.0
TANGIBLE;добывание;NO;0.9091
TANGIBLE;добыча;YES;0.9091
TANGIBLE;доведение;NO;1.0
TANGIBLE;доверие;NO;1.0
TANGIBLE;довершение;NO;1.0
TANGIBLE;довод;NO;1.0
TANGIBLE;довольство;NO;1.0
TANGIBLE;догадка;NO;1.0
TANGIBLE;догма;NO;1.0
TANGIBLE;договорённость;NO;0.9091
NOUN:TANGIBLE;дождевик;THING;1.0
TANGIBLE;дождевик;YES;1.0
NOUN:TANGIBLE;дождик;SUBSTANCE;1.0
TANGIBLE;дождик;YES;1.0
TANGIBLE;дождь;YES;1.0
TANGIBLE;дозаправка;NO;1.0
TANGIBLE;дозволение;NO;1.0
TANGIBLE;дознаватель;YES;0.9091
TANGIBLE;дознание;NO;1.0
TANGIBLE;дозор;NO;1.0
NOUN:TANGIBLE;док;PLACE;1.0
TANGIBLE;док;YES;1.0
TANGIBLE;доказательство;NO;1.0
NOUN:TANGIBLE;доклад;OTHER;1.0
TANGIBLE;доклад;YES;0.8571
NOUN:TANGIBLE;докладчик;LIFE;1.0
TANGIBLE;докладчик;YES;1.0
NOUN:TANGIBLE;доктор;LIFE;1.0
TANGIBLE;доктор;YES;1.0
NOUN:TANGIBLE;документ;THING;1.0
TANGIBLE;документ;YES;1.0
TANGIBLE;документация;YES;0.9091
TANGIBLE;долг;NO;1.0
TANGIBLE;долговечность;NO;1.0
TANGIBLE;долголетие;NO;1.0
TANGIBLE;долгота;NO;1.0
NOUN:TANGIBLE;должник;LIFE;1.0
TANGIBLE;должник;YES;1.0
TANGIBLE;должность;NO;1.0
TANGIBLE;должок;NO;1.0
NOUN:TANGIBLE;долина;PLACE;1.0
TANGIBLE;долина;YES;1.0
NOUN:TANGIBLE;доллар;THING;1.0
TANGIBLE;доллар;YES;1.0
NOUN:TANGIBLE;долька;THING;1.0
TANGIBLE;долька;YES;1.0
NOUN:TANGIBLE;дом;PLACE;1.0
TANGIBLE;дом;YES;1.0
NOUN:TANGIBLE;домик;PLACE;1.0
TANGIBLE;домик;YES;1.0
TANGIBLE;доминанта;NO;0.9091
TANGIBLE;доминирование;NO;1.0
NOUN:TANGIBLE;домино;THING;1.0
TANGIBLE;домино;YES;1.0
NOUN:TANGIBLE;домишко;PLACE;0.8611
TANGIBLE;домишко;YES;1.0
TANGIBLE;домогательство;NO;1.0
NOUN:TANGIBLE;домохозяйка;LIFE;1.0
TANGIBLE;домохозяйка;YES;1.0
NOUN:TANGIBLE;домочадец;LIFE;1.0
TANGIBLE;домочадец;YES;1.0
NOUN:TANGIBLE;домработница;LIFE;1.0
TANGIBLE;домработница;YES;1.0
TANGIBLE;домысел;NO;1.0
NOUN:TANGIBLE;донор;LIFE;1.0
TANGIBLE;донор;YES;1.0
TANGIBLE;донос;NO;1.0
NOUN:TANGIBLE;доносчик;LIFE;1.0
TANGIBLE;доносчик;YES;1.0
TANGIBLE;допрос;NO;1.0
TANGIBLE;допуск;NO;1.0
TANGIBLE;допустимость;NO;1.0
TANGIBLE;допущение;NO;1.0
TANGIBLE;доработка;NO;1.0
TANGIBLE;дороговизна;NO;1.0
NOUN:TANGIBLE;дорожка;PLACE;1.0
TANGIBLE;дорожка;YES;1.0
TANGIBLE;досада;NO;1.0
NOUN:TANGIBLE;доска;THING;1.0
TANGIBLE;доска;YES;1.0
TANGIBLE;досмотр;NO;1.0
NOUN:TANGIBLE;доспех;THING;1.0
TANGIBLE;доспех;YES;1.0
TANGIBLE;доставка;NO;0.9375
TANGIBLE;достаток;NO;1.0
TANGIBLE;достижение;NO;1.0
TANGIBLE;достоверность;NO;1.0
TANGIBLE;достоинство;NO;1.0
NOUN:TANGIBLE;достопримечательность;PLACE;1.0
TANGIBLE;достопримечательность;YES;1.0
TANGIBLE;достояние;NO;1.0
TANGIBLE;доступ;NO;1.0
TANGIBLE;доступность;NO;1.0
TANGIBLE;досуг;NO;1.0
NOUN:TANGIBLE;досье;THING;1.0
TANGIBLE;досье;YES;1.0
TANGIBLE;досягаемость;NO;1.0
TANGIBLE;дотация;NO;0.8333
TANGIBLE;дофин;YES;0.9091
TANGIBLE;доход;NO;0.6875
TANGIBLE;доходность;NO;1.0
TANGIBLE;доцент;YES;1.0
NOUN:TANGIBLE;дочка;LIFE;1.0
TANGIBLE;дочка;YES;1.0
NOUN:TANGIBLE;дочурка;LIFE;1.0
TANGIBLE;дочурка;YES;1.0
NOUN:TANGIBLE;дочь;LIFE;1.0
