CORRECT;MISTAKE;WEIGHT
поп;пффп;0.5
поп;понь;0.5
поп;ппрп;0.5
поп;пагп;0.5
поп;парп;0.5
поп;пллп;0.5
поп;посх;0.5
поп;посы;0.5
поп;ооп;0.5
поп;пог;0.5
поп;пожап;0.5
поп;ааоп;0.5
поп;поаё;0.5
поп;понк;0.5
поп;пшп;0.5
поп;пд;0.5
поп;пьтп;0.5
поп;пооа;0.5
поп;прооп;0.5
поп;пклоп;0.5
поп;пе;0.5
поп;пфуп;0.5
поп;пцуп;0.5
поп;паип;0.5
поп;оноп;0.5
поп;пакп;0.5
поп;теоп;0.5
поп;поое;0.5
поп;поза;0.3611
поп;пр;0.3125
поп;ппп;0.2708
поп;проп;0.2628
поп;плооп;0.25
поп;перп;0.25
поп;пп;0.25
поп;вп;0.25
поп;пк;0.25
поп;пывп;0.25
поп;псап;0.25
поп;эп;0.25
поп;пып;0.1986
поп;поьжп;0.1667
поп;погтоп;0.1667
поп;поы;0.0714
поп;ркоп;0.0435
поп;пов;0.037
поп;поб;0.0323
поп;питп;0.0313
поп;пеп;0.0263
поп;пэп;0.0263
пуп;рп;0.5
пуп;ыкуп;0.5
пуп;пылп;0.5
пуп;пып;0.5
пуп;ппп;0.5
пуп;путн;0.5
тип;гип;0.7368
тип;рп;0.5
тип;татп;0.5
тип;аип;0.5
тип;тим;0.5
тип;тимр;0.5
тип;пп;0.5
тип;вп;0.5
тип;тд;0.5
тип;тими;0.5
тип;еип;0.5
тип;трп;0.5
тип;деб;0.5
тип;чип;0.5
тип;паип;0.5
тип;теоп;0.5
тип;рип;0.375
тип;егип;0.3684
тип;олип;0.3333
тип;тиим;0.3333
тип;тити;0.3333
тип;тсп;0.3333
тип;чп;0.3333
тип;титу;0.25
тип;тшнп;0.25
тип;титп;0.25
тип;тьп;0.25
тип;спип;0.25
тип;дэбб;0.25
тип;тиь;0.0526
тип;тиг;0.0526
тип;топип;0.037
топ;рп;0.5
топ;вооп;0.5
топ;татп;0.5
топ;аоп;0.5
топ;раоп;0.5
топ;тх;0.5
топ;тос;0.5
топ;тоьпь;0.5
топ;дроп;0.5
топ;трп;0.5
топ;тотип;0.5
топ;лвоп;0.3333
топ;ооп;0.3125
топ;тп;0.125
топ;рпоп;0.125
хоп;хоби;0.5833
хоп;рп;0.5
хоп;вооп;0.5
хоп;аоп;0.5
хоп;этоп;0.5
хоп;пп;0.5
хоп;вп;0.5
хоп;проп;0.5
хоп;хобб;0.5
хоп;ооп;0.5
хоп;хипп;0.3333
цап;рп;0.5
цап;чап;0.5
цап;риап;0.5
мир;шир;0.75
мир;мий;0.5
мир;миап;0.5
мир;мудир;0.5
мир;мипр;0.5
мир;мия;0.5
мир;мотр;0.5
мир;мк;0.5
мир;бир;0.5
мир;мидор;0.5
мир;гйир;0.5
мир;мтир;0.5
мир;мтр;0.5
мир;милор;0.5
мир;мт;0.5
мир;мипа;0.5
мир;миир;0.5
мир;мишь;0.4583
мир;мит;0.4076
мир;маёр;0.3333
мир;мишер;0.3333
мир;мимм;0.3333
мир;мифю;0.3333
мир;милк;0.3333
мир;лр;0.3333
мир;звир;0.3333
мир;мвпир;0.3333
мир;еир;0.3
мир;мя;0.2833
мир;мио;0.2611
мир;мисм;0.25
мир;ур;0.25
мир;миос;0.25
мир;др;0.2495
мир;пр;0.24
мир;милу;0.2381
мир;мих;0.2381
мир;прир;0.2292
мир;жр;0.2153
мир;мн;0.2
мир;мпмр;0.2
мир;миё;0.2
мир;мии;0.2
мир;гр;0.2
мир;миво;0.2
мир;миь;0.2
мир;рр;0.179
мир;фр;0.1714
мир;миый;0.1667
мир;моер;0.1667
мир;мс;0.1417
мир;мр;0.1293
мир;матр;0.1111
мир;мисч;0.1
мир;мип;0.0909
мир;шр;0.0909
мир;миорр;0.0909
мир;нр;0.0833
мир;мишц;0.0833
мир;мис;0.083
мир;паир;0.0697
мир;миа;0.0667
мир;мапр;0.0667
мир;мика;0.0625
мир;оир;0.0625
мир;ср;0.0625
мир;апир;0.0625
мир;мммиир;0.0625
мир;ьир;0.0625
мир;мик;0.0595
мир;мищз;0.037
мир;нир;0.037
мир;мппр;0.037
мир;ёир;0.0357
мир;мдрр;0.0357
мир;мивы;0.0357
мир;трир;0.0213
мир;миня;0.0175
мир;цир;0.011
мир;мпр;0.011
мир;митт;0.011
бур;рр;0.5
бур;бер;0.0667
вор;рр;0.5
вор;вооп;0.5
вор;ва;0.5
вор;вожа;0.5
вор;водп;0.5
вор;енор;0.5
вор;вобп;0.5
вор;войи;0.5
вор;воп;0.5
вор;дор;0.5
вор;мр;0.5
вор;рлор;0.5
вор;кпор;0.5
вор;оор;0.5
вор;др;0.5
вор;пмор;0.5
вор;рэор;0.5
вор;тьор;0.5
вор;воё;0.5
вор;рор;0.4167
вор;воо;0.3333
вор;вопшр;0.3333
вор;орор;0.2863
вор;вова;0.2802
вор;вапр;0.2708
вор;аор;0.27
вор;роор;0.26
вор;вопы;0.25
вор;итор;0.25
вор;вп;0.25
вор;воно;0.25
вор;апор;0.24
вор;впр;0.2275
вор;пр;0.2083
вор;воба;0.2
вор;выбр;0.2
вор;длор;0.2
вор;лаор;0.2
вор;ур;0.2
вор;впар;0.2
вор;аьор;0.2
вор;ршор;0.2
вор;вопщ;0.2
вор;вс;0.2
вор;воен;0.1726
вор;волр;0.1667
вор;паор;0.125
вор;лрор;0.125
вор;вовк;0.125
вор;волс;0.125
вор;воа;0.1111
вор;винр;0.1
вор;фоарь;0.1
вор;вн;0.0833
вор;вв;0.0769
вор;иор;0.0714
вор;ср;0.0517
вор;ёор;0.04
вор;ыор;0.0385
вор;вог;0.037
вор;чмор;0.02
вор;ооор;0.02
вор;гр;0.02
вор;онор;0.02
вор;прор;0.02
вор;ипор;0.02
вор;вкр;0.02
вор;втоор;0.02
вор;вов;0.02
вор;вотб;0.02
вор;ваор;0.02
вор;взщор;0.02
жир;рр;0.5
жир;житю;0.5
жир;жр;0.5
жир;оир;0.5
жир;паир;0.5
жир;жизн;0.5
жир;фр;0.5
жир;ср;0.4286
жир;жер;0.375
жир;иир;0.3333
жир;др;0.2803
жир;чяр;0.25
жир;жиот;0.25
жир;жиье;0.1667
жир;жыр;0.1545
жир;живор;0.0909
жир;пр;0.0909
жир;скир;0.0909
жир;дир;0.0861
жир;жж;0.0526
жир;жа;0.0141
мэр;рр;0.5
мэр;пр;0.5
мэр;мэт;0.5
мэр;ср;0.3333
мэр;шр;0.0714
мэр;мр;0.0177
нор;рр;0.5
нор;лоор;0.5
нор;нол;0.5
нор;нэ;0.5
нор;ношлр;0.5
нор;нщшр;0.5
нор;ёиор;0.3333
нор;ёор;0.3333
нор;пеор;0.3333
нор;оор;0.3333
нор;кеор;0.3333
нор;ржор;0.3333
нор;прор;0.3333
нор;олор;0.3333
нор;ктор;0.3333
нор;нрпр;0.3333
нор;нотрр;0.3333
нор;нопг;0.3333
нор;нщ;0.3333
нор;нг;0.3333
нор;нн;0.3333
пир;рр;0.5
пир;др;0.5
пир;плор;0.5
пир;прр;0.5
пир;пп;0.5
пир;жр;0.5
пир;папр;0.5
пир;оир;0.5
пир;ср;0.5
пир;пк;0.5
пир;паир;0.5
пир;пити;0.5
пир;ппрр;0.5
пир;пиш;0.5
пир;пппр;0.5
пир;ппр;0.5
пир;пе;0.5
пир;прпр;0.5
пир;павр;0.5
пир;пвр;0.5
пир;пина;0.5
пир;потр;0.5
пир;пкр;0.5
пир;нир;0.5
пир;пица;0.4444
пир;пищв;0.3333
пир;пием;0.25
пир;пмр;0.0588
сор;рр;0.5
сор;см;0.5
сор;рлор;0.5
сор;сср;0.5
сор;сабор;0.5
сор;орор;0.5
сор;ссср;0.3333
сор;мр;0.25
сор;ср;0.25
сор;сос;0.108
сур;рр;0.5
сур;сср;0.5
сур;см;0.5
сур;ср;0.3333
сур;срыр;0.1667
сур;сыпр;0.1667
сыр;рр;0.5
сыр;см;0.5
сыр;сср;0.5
сыр;сыла;0.5
сыр;обыр;0.4286
сыр;ссср;0.4176
сыр;ср;0.2337
сыр;ур;0.1429
сыр;фбыр;0.1429
сыр;лыр;0.1429
сыр;жыр;0.0979
сыр;сыпы;0.0833
сыр;сыво;0.0769
сыр;сьр;0.0714
сыр;сыфр;0.0714
сыр;пр;0.0667
сыр;скир;0.0667
сыр;др;0.045
сыр;сыо;0.043
сыр;скр;0.0417
сыр;сып;0.0018181818181818182
сыр;свр;0.0012121212121212121
сыр;сфр;0.0012121212121212121
сыр;рыр;0.0012121212121212121
сыр;ёыр;6.060606060606061E-4
сыр;сые;6.060606060606061E-4
сыр;сыв;6.060606060606061E-4
сыр;ссссссыыыыыыыыыыырррррррррррррр;6.060606060606061E-4
сыр;срыр;6.060606060606061E-4
сыр;сыыыр;6.060606060606061E-4
сыр;сым;6.060606060606061E-4
сыр;сыпр;6.060606060606061E-4
сыр;сыс;6.060606060606061E-4
сыр;сыд;6.060606060606061E-4
сыр;сыл;6.060606060606061E-4
сыр;сыыыыыыыыыыр;6.060606060606061E-4
сэр;рр;0.5
сэр;см;0.5
сэр;сср;0.5
сэр;ссср;0.5
сэр;сэо;0.0833
тир;рр;0.5
тир;тт;0.5
тир;тх;0.5
тир;тп;0.5
тир;тим;0.5
тир;тимр;0.5
тир;тнр;0.5
тир;татр;0.5
тир;тмр;0.25
тир;пр;0.2
тир;тв;0.2
тор;рр;0.5
тор;тапор;0.5
тор;эрор;0.5
тор;тх;0.5
тор;тошор;0.5
тор;рлор;0.5
тор;рпор;0.5
тор;орор;0.5
тор;оор;0.5
тор;щдор;0.5
тор;дор;0.3333
тор;тос;0.25
тор;толз;0.125
хор;рр;0.5
хор;рлор;0.5
хор;пр;0.5
хор;орор;0.4167
хор;лоор;0.3333
хор;нр;0.3333
хор;клор;0.25
хор;хобб;0.1429
хор;холд;0.0667
хор;чор;0.0667
хор;зор;0.0588
чур;рр;0.5
чур;чцр;0.25
ловкость;ловскость;0.125
ловкость;ловкось;0.0833
ловкость;совкость;0.0556
искусства;искуство;0.5833
искусства;исскуство;0.525
искусства;искувство;0.2625
искусства;искусствоъ;0.2
искусства;исскусство;0.2
искусство;ускусство;0.5
искусство;исусство;0.5
искусство;иссскусство;0.5
искусство;оскусство;0.5
искусство;искучтво;0.4167
искусство;искукство;0.3333
искусство;исскуство;0.3255
искусство;исскувство;0.3254
искусство;искуство;0.3094
искусство;иссскуство;0.25
искусство;искусттво;0.25
искусство;икусство;0.225
искусство;исскусство;0.1912
искусство;искувство;0.1508
искусство;искство;0.105
искусство;исккусство;0.1
искусство;исскуства;0.0903
искусство;искуссства;0.0833
искусство;искуссто;0.0667
искусство;исксство;0.0667
искусство;искусво;0.0588
искусство;искуства;0.0531
искусство;искуссво;0.0313
искусство;исткусство;0.0313
искусство;искуссство;0.0294
искусство;искаусство;0.007042253521126761
искусство;исеусство;0.007042253521126761
черепашка;черипашка;0.006711409395973154
черепашка;керепашка;0.003355704697986577
черепашка;черепашкы;0.003355704697986577
черепашка;черепашха;0.003355704697986577
черепашка;черепаша;0.003355704697986577
черепашка;черепащка;0.003355704697986577
черепашка;черепашкт;0.003355704697986577
черепашка;чеепашка;0.003355704697986577
черепашка;чирипашка;0.003355704697986577
нут;нун;0.5
нут;нэ;0.5
кия;кря;0.1429
кия;кииииияяяяя;0.0714
кия;кея;0.0714
кия;хия;0.0714
кия;кийя;0.0714
нунчаки;нун-чаки;0.0448
нунчаки;кунчаки;0.0149
нунчаки;мунчаки;0.0149
нунчаки;нкнчаки;0.0149
нунчаки;наунчаки;0.0149
нунчаки;нунчакаи;0.0149
кино;кимано;0.5619
кино;кло;0.5
кино;кинд;0.5
кино;зино;0.5
кино;эно;0.5
кино;сно;0.5
кино;киш;0.5
кино;киото;0.3333
кино;кинро;0.3333
кино;кучино;0.3333
кино;кро;0.3
кино;дино;0.2885
кино;ено;0.2798
кино;уино;0.2738
кино;кинр;0.2566
кино;кио;0.2503
кино;киио;0.25
кино;кеноь;0.2
кино;кинло;0.1829
кино;гино;0.1667
кино;кео;0.1603
кино;теино;0.1429
кино;кпо;0.1429
кино;ктно;0.1055
кино;пно;0.104
кино;генё;0.1
кино;ано;0.1
кино;козино;0.1
кино;кено;0.0975
кино;кно;0.0921
кино;рно;0.0909
кино;коно;0.0836
кино;вно;0.0769
кино;кив;0.0667
кино;кинл;0.0611
кино;киино;0.0476
кино;кмно;0.0444
кино;кионо;0.0286
кино;кинил;0.0222
кино;еино;0.0196
кино;киео;0.0185
кино;кыно;0.014
кино;лно;0.0137
кино;коино;0.0132
кино;шно;0.007936507936507936
кино;ввино;0.007142857142857143
кино;зно;0.007142857142857143
мечи;мечь;0.6786
мечи;мец;0.0714
мечи;мея;0.0714
боец;бох;0.5
боец;бойц;0.5
боец;боц;0.5
боец;боей;0.4444
боец;боэц;0.25
боец;мец;0.2248
боец;сец;0.2
боец;баец;0.0714
боец;блец;0.0152
боец;бец;0.0152
боец;боитс;0.0152
боец;брец;0.007874015748031496
мяч;мец;0.5
мяч;мыч;0.5
мяч;мисч;0.5
мяч;мяук;0.5
мяч;зч;0.3333
мяч;сяч;0.3333
мяч;мечь;0.2172
мяч;мязи;0.2
мяч;мяс;0.2
мяч;мяц;0.1838
мяч;мвч;0.1667
мяч;мятч;0.1048
мяч;мязы;0.0714
мяч;мьяч;0.0579
мяч;мяяч;0.0526
мяч;пяч;0.0455
мяч;мотч;0.0115
мяч;манч;0.00980392156862745
меч;теч;0.5
меч;мисч;0.5
меч;мвч;0.5
меч;мячь;0.5
меч;мсч;0.5
меч;мб;0.5
меч;мешь;0.3333
меч;мр;0.2667
меч;муч;0.25
меч;мерг;0.25
меч;печ;0.1907
меч;мец;0.1803
меч;иеч;0.0455
меч;жеч;0.0323
меч;мець;0.0323
меч;мэч;0.0323
меч;мсеч;0.0175
меч;мея;0.016
меч;мкч;0.007575757575757576
меч;чеч;0.007575757575757576
мед;мш;0.6667
мед;ред;0.5
мед;адед;0.3333
мед;мяоед;0.3333
мед;мец;0.2609
мед;ыред;0.125
мед;тд;0.125
мед;млод;0.125
мед;тед;0.0417
мед;мяед;0.0217
мед;мад;0.0217
мед;нд;0.009900990099009901
мед;мьод;0.009900990099009901
кинжал;кинджал;0.1111
кинжал;кижал;0.1111
кинжал;кенжал;0.1111
кинжал;еинжал;0.0588
кинжал;кинжад;0.0556
гот;гочь;0.5
гот;гв;0.5
гот;эот;0.5
гот;гз;0.5
гот;гои;0.5
гот;гоиг;0.5
гот;гомг;0.5
гот;еот;0.5
гот;длот;0.5
гот;гомо;0.3333
гот;гг;0.1429
гот;годв;0.1429
гот;годф;0.1429
гот;гощр;0.1429
гот;гос;0.002331002331002331
черепашки;черепешки;0.003676470588235294
черепашки;черепашеки;0.003676470588235294
черепашки;черепашкы;0.003676470588235294
черепашки;черепвшки;0.003676470588235294
черепашки;черепаша;0.003676470588235294
черепашки;черипашки;0.003676470588235294
черепашки;черепахки;0.003676470588235294
черепашки;черепашкт;0.003676470588235294
черепашки;черепшки;0.003676470588235294
черепашки;черашки;0.003676470588235294
черепашки;чрепашки;0.003676470588235294
черепашки;чирипашки;0.003676470588235294
бра;ишра;0.5
бра;инра;0.5
бра;брец;0.5
бра;дра;0.5
бра;брооооо;0.25
бра;брос;0.25
бра;броо;0.25
бра;брооо;0.25
бра;броооо;0.25
бра;чура;0.0411
бра;бро;0.0296
бра;бре;0.0137
бра;бяда;0.0137
ишь;ишра;0.5
ишь;оь;0.5
ишь;исч;0.5
ура;пра;0.5833
ура;ишра;0.5
ура;дра;0.5
ура;рара;0.5
ура;гра;0.5
ура;жра;0.5
ура;учёа;0.4
ура;ува;0.3056
ура;хара;0.2917
ура;гера;0.2
ура;орра;0.2
ура;рпра;0.2
ура;инра;0.1998
ура;уууууууууууррррррррррррррааааааааааа;0.1667
ура;уга;0.1556
ура;ва;0.1444
ура;рра;0.1111
ура;гира;0.1111
ура;уро;0.1111
ура;гара;0.1111
ура;уна;0.0667
ура;лбра;0.0476
ура;лнра;0.0476
ура;рмра;0.0476
ура;обра;0.0476
ура;ыера;0.0476
ура;нера;0.0196
эра;эроз;0.6667
эра;ишра;0.5
эра;инра;0.5
эра;дра;0.5
эра;хара;0.5
эра;эпоа;0.3333
эра;эп;0.2
эра;пра;0.1619
эра;опра;0.1111
эра;рара;0.1111
эра;ыкра;0.1111
эра;еро;0.1111
эра;зра;0.0909
эра;ироо;0.0137
япония;ипония;0.5
япония;японие;0.1705
япония;японя;0.1273
япония;япониния;0.1111
япония;янония;0.0302
япония;японимя;0.0213
япония;фпония;0.004608294930875576
япония;чпония;0.004608294930875576
зав;рав;0.5
зав;зайя;0.5
зав;гв;0.5
зав;зао;0.5
зав;зауч;0.2889
драки;дракаъ;0.0909
драки;драа;0.0217
черепаха;черепаза;0.3333
черепаха;черепаа;0.2625
черепаха;черепака;0.1
черепаха;челепаха;0.0625
черепаха;черепеха;0.051
черепаха;чепаха;0.0118
черепаха;черипаха;0.0118
черепаха;черепащка;0.0118
черепаха;черепиха;0.0118
черепаха;черепахки;0.0118
черепаха;черпаха;0.009433962264150943
сей;селл;0.5
сей;см;0.5
сей;сай;0.3333
бай;сай;0.5
бай;банзай;0.5
бай;фрай;0.5
бай;зай;0.5
лай;сай;0.5
лай;лаин;0.25
лай;лаят;0.125
лай;лаит;0.1084
лай;лапи;0.0769
май;малий;0.6667
май;сай;0.5
май;мао;0.4167
май;хиай;0.3333
май;иай;0.1429
май;макл;0.125
май;мий;0.1
сад;сач;0.6667
сад;сай;0.5
сад;саай;0.5
сад;санл;0.5
сад;ваад;0.5
сад;жд;0.5
сад;кад;0.5
сад;дэад;0.5
сад;стод;0.5
сад;спид;0.4187
сад;см;0.381
сад;санк;0.3333
сад;сасуд;0.3333
сад;саыу;0.3333
сад;студ;0.3214
сад;ср;0.2976
сад;сахр;0.25
сад;сн;0.25
сад;сатэ;0.2
сад;ск;0.1964
сад;нгад;0.1429
сад;сакп;0.1429
сад;тд;0.1429
сад;скад;0.1429
сад;саать;0.12
сад;сахн;0.0909
сад;зат;0.05
сад;арад;0.0417
сад;нд;0.002890173410404624
сак;сай;0.5
сам;сай;0.5
сам;смим;0.5
сам;ср;0.5
сам;св;0.5
сам;см;0.3509
сам;саец;0.25
сам;сау;0.0857
сам;саси;0.0714
сам;сахр;0.0323
чай;чап;0.5
чай;саай;0.5
чай;рсай;0.5
чай;хаай;0.5
чай;фрай;0.5
чай;иай;0.3333
чай;чо;0.25
чай;чп;0.2
чай;часи;0.1667
чай;кай;0.1429
чай;арай;0.125
чай;хй;0.125
чай;цвай;0.125
чай;сай;0.1146
чай;исай;0.1111
чай;яай;0.1111
чай;чацй;0.0689
чай;чашк;0.0556
чай;чой;0.0435
чай;чяй;0.043
чай;чпй;0.0418
чай;чаер;0.0303
чай;чмй;0.0238
чай;чаё;0.0141
катана;котана;0.0357
невидимка;невмдимка;0.5
невидимка;неведимка;0.3452
невидимка;неыидимка;0.1667
невидимка;невидмка;0.1667
пик;пица;0.5
пик;пиро;0.5
пик;пити;0.5
пик;пина;0.5
пик;петик;0.5
пик;писок;0.5
пик;сик;0.5
пик;пшщк;0.2
пик;пиог;0.2
пик;ьик;0.2
пик;пр;0.2
пик;пижф;0.2
пик;пипи;0.2
пик;пие;0.125
пик;икик;0.1
пицца;паца;0.5
пицца;питца;0.5
пицца;пищща;0.5
пицца;пиа;0.5
пицца;пица;0.2965
пицца;ницца;0.25
пицца;пици;0.25
пицца;пицы;0.1651
пицца;пэжо;0.0909
пицца;пиица;0.0833
пицца;пиза;0.0588
пицца;ппица;0.0588
пицца;пицци;0.04
фут;фрут;0.4
фут;фун;0.25
низ;ниж;0.6667
низ;нии;0.6667
низ;ниндз;0.5
низ;нинд;0.5
низ;нэ;0.5
низ;физ;0.5
низ;нига;0.5
низ;нез;0.4167
низ;гз;0.3333
низ;нщ;0.3333
низ;наз;0.2552
низ;еиз;0.25
низ;нишы;0.2
низ;ница;0.1429
низ;нн;0.125
низ;нис;0.1111
низ;нищз;0.0455
айкидо;айкида;0.5
бон;боязн;0.5
бон;боран;0.5
китаец;китаеец;0.5
китаец;китаяц;0.3333
китаец;катаец;0.25
китаец;китает;0.1096
китаец;китаей;0.0398
китаец;китец;0.0208
китаец;китайец;0.0208
харакири;харакире;0.27
харакири;харахири;0.0617
харакири;хоракири;0.04
мультфильм;мудьтфильм;0.3333
мультфильм;мыльтфильм;0.3333
мультфильм;иультфильм;0.2509
мультфильм;ьультфильм;0.25
мультфильм;мультфмльм;0.25
мультфильм;мульфильм;0.173
мультфильм;мультильм;0.1264
мультфильм;мультфльм;0.1232
мультфильм;мкльтфильм;0.101
мультфильм;мультфыльм;0.0865
мультфильм;мультфилм;0.0803
мультфильм;фультфильм;0.0714
мультфильм;мультфим;0.0667
мультфильм;мультфтльм;0.0667
мультфильм;мальтфильм;0.062
мультфильм;мултфильм;0.0567
мультфильм;мельтфильм;0.0556
мультфильм;мультфильс;0.0371
мультфильм;мулитфильм;0.0133
мультфильм;мультфильи;0.0133
мультфильм;мультвильм;0.0133
мультфильм;мутфильм;0.0133
мультфильм;мультмильм;0.0133
мультфильм;мулбтфильм;0.005571030640668524
мультфильм;мильтфильм;0.002785515320334262
мультфильм;мультфилльм;0.002785515320334262
мультфильм;мултвильм;0.002785515320334262
мультфильм;мультфидьм;0.002785515320334262
мультфильм;мулььфильм;0.002785515320334262
мультфильм;мультифильм;0.002785515320334262
мультфильм;мульт-фильм;0.002785515320334262
мультфильм;мульдфильм;0.002785515320334262
мультфильм;мультфильт;0.002785515320334262
злой;хлой;0.5
злой;иой;0.5
злой;злоу;0.4
злой;злй;0.3519
злой;ьой;0.35
злой;злоюа;0.3333
злой;юой;0.25
злой;злол;0.25
злой;злоуп;0.2
злой;злай;0.2
злой;злоьа;0.2
злой;злэ;0.2
злой;злось;0.1743
злой;злока;0.1667
злой;злоа;0.1667
злой;злий;0.1625
злой;злосй;0.125
злой;злоть;0.125
злой;злок;0.0788
злой;злост;0.0783
злой;злоя;0.0588
злой;злоц;0.0556
злой;здёлой;0.0556
злой;злор;0.0556
злой;злора;0.0556
злой;злода;0.037
злой;злоый;0.037
злой;зллой;0.0272
злой;злобо;0.00684931506849315
бой;бг;0.5
бой;бома;0.5
бой;бонд;0.3636
бой;боей;0.3333
бой;болшой;0.3333
бой;бщий;0.3333
бой;боцы;0.3333
бой;богй;0.25
бой;бр;0.25
бой;бй;0.25
бой;ьвой;0.25
бой;боц;0.2182
бой;боск;0.2
бой;боэц;0.1697
бой;бовой;0.1667
бой;бонь;0.1429
бой;боес;0.1429
бой;боеу;0.1364
бой;ьой;0.0774
бой;оюой;0.0556
бой;боои;0.0556
бой;лой;0.0526
бой;боой;0.04
бой;бокв;0.0323
бой;боян;0.027
бой;бояц;0.0263
бой;боьшой;0.0227
бой;брый;0.0227
бой;бу;0.0185
бой;бонт;0.0185
бой;бост;0.0185
бой;юой;0.006134969325153374
профессионал;профессонал;0.3333
профессионал;проффесианал;0.3333
профессионал;проффесионал;0.2775
профессионал;професеонал;0.2609
профессионал;профисионал;0.2583
профессионал;професионал;0.2247
профессионал;проффисионал;0.2
профессионал;профиссионал;0.1569
профессионал;профисеонал;0.1
профессионал;профиссеонал;0.0789
профессионал;проффисеонал;0.0714
профессионал;профессианал;0.0609
профессионал;профессеонал;0.0217
профессионал;прфессионал;0.0217
профессионал;проессионал;0.0149
профессионал;пофессионал;0.0149
профессионал;профессинал;0.0149
убийца;уийца;0.5
убийца;убиййца;0.5
убийца;цбийца;0.5
убийца;кбийца;0.25
убийца;убица;0.2088
убийца;убийця;0.2
убийца;убийа;0.1429
убийца;удийца;0.125
убийца;убйца;0.0928
убийца;убийфца;0.0714
убийца;убийка;0.0712
убийца;убитца;0.0602
убийца;уьбийца;0.05
убийца;убиица;0.05
убийца;убийда;0.0323
убийца;убийс;0.0323
убийца;убийща;0.0313
убийца;убтийца;0.0313
убийца;убьйца;0.0313
убийца;убийуа;0.0189
убийца;убыйца;0.0156
гибкий;гипкий;0.2667
воз;вожж;0.6667
воз;вооп;0.5
воз;верз;0.5
воз;гз;0.5
воз;ыоз;0.5
воз;воен;0.5
воз;вош;0.5
воз;вожи;0.3333
воз;вове;0.25
воз;вова;0.25
воз;воап;0.25
воз;вос;0.0909
воз;вв;0.0667
вой;вооп;0.5
вой;йой;0.2
вой;вовк;0.1833
вой;воп;0.1667
вой;вокл;0.1667
вой;волч;0.1333
вой;воит;0.0667
вой;вопп;0.0625
вой;вопэ;0.0625
вон;вооп;0.5
вон;вион;0.5
вот;воно;0.6667
вот;вооп;0.5
вот;эот;0.5
вот;еот;0.5
вот;вапт;0.5
вот;впт;0.5
вот;агот;0.5
вот;водо;0.5
вот;вов;0.5
вот;воаж;0.5
вот;вова;0.4167
вот;вк;0.3333
вот;вооот;0.3333
вот;пиот;0.3333
вот;вожа;0.3333
вот;водп;0.3333
вот;прот;0.3333
вот;вобп;0.3333
вот;ждот;0.3333
вот;воен;0.3333
вот;впвт;0.3333
вот;аот;0.3333
вот;урот;0.3333
вот;чтот;0.3333
вот;вовк;0.3333
вот;волс;0.3333
много;мноло;0.5
много;зого;0.5
много;бого;0.5
много;заного;0.5
много;його;0.4444
много;мнного;0.2917
много;гого;0.25
много;мнго;0.223
много;многе;0.2222
много;молого;0.2
много;мого;0.197
много;сного;0.1836
много;мнногго;0.1667
много;рого;0.1667
много;многа;0.1342
много;мноо;0.1127
много;мнооого;0.1
много;многго;0.0871
много;многл;0.0735
много;млого;0.0714
много;мнгого;0.0455
много;мнеого;0.02
много;множ;0.0179
много;многь;0.0115
много;мнаго;0.004739336492890996
иго;його;0.5
иго;игри;0.5
иго;эо;0.3333
йод;йона;0.5
йод;йон;0.3333
йод;його;0.2857
йод;йоу;0.2717
йод;йёт;0.0714
йод;йофу;0.0714
йод;йов;0.0435
юго;його;0.5
корея;карея;0.6667
корея;кея;0.3333
борьба;юорьба;0.5
борьба;бородьба;0.5
борьба;борььба;0.3333
борьба;больба;0.2286
борьба;борька;0.2
борьба;борба;0.1637
борьба;боротьба;0.1427
борьба;болрьба;0.1111
борьба;борьбп;0.1008
борьба;барьба;0.0859
борьба;борьа;0.0667
борьба;борюба;0.0588
борьба;борьма;0.0556
борьба;борьда;0.0476
борьба;порьба;0.0455
борьба;брьба;0.0244
борьба;борьюа;0.009708737864077669
драться;дщраться;0.3333
драться;дряться;0.3333
драться;дратся;0.2213
драться;дрться;0.1667
кун-фу;куфу;0.3333
кун-фу;кумфу;0.3333
конфу;конгфу;0.5
конфу;куфу;0.25
таз;татп;0.5
таз;таб;0.5
таз;каз;0.5
таз;гз;0.5
таз;заз;0.5
таз;тащ;0.5
таз;тайд;0.4222
так;татп;0.5
так;вк;0.5
так;тх;0.5
так;тв;0.5
так;тач;0.4
так;пк;0.3333
так;тн;0.3333
так;прак;0.3333
так;тьог;0.3333
так;тнк;0.3333
так;флак;0.3333
так;икак;0.3333
так;ек;0.2917
так;йк;0.2667
так;тапт;0.25
так;уак;0.25
так;фаак;0.25
так;таа;0.25
так;вак;0.25
так;турак;0.25
так;ккак;0.25
так;таое;0.225
так;тмк;0.2
так;таша;0.2
так;тл;0.2
так;тупак;0.2
так;ънак;0.2
так;таб;0.1667
там;татп;0.5
там;ддом;0.5
там;см;0.5
там;трум;0.5
там;талум;0.3333
там;ваам;0.3333
там;тадж;0.3333
японец;япони;0.1814
японец;японей;0.0192
японец;японя;0.0192
бороться;боротся;0.1458
бороться;боротьсч;0.0526
дзюдо;дзю-до;0.2
дзюдо;дэюдо;0.1429
дзюдо;дьзюдо;0.0909
дзюдо;дюдо;0.0909
японцы;япони;0.3333
японцы;японци;0.1111
цыц;чеч;0.5
чей;чеч;0.5
чей;окей;0.5
